"t","valor esperado de Haar de la pureza de Choi"
0.,1.
0.5,0.9407046035888755
1.,0.7960957225588695
1.5,0.6358249663689122
2.,0.5124154565256089
2.5,0.4386980857218215
3.,0.40121196822350413
3.5,0.382518152612702
4.,0.372323124525355
4.5,0.36604751036531447
5.,0.36096089833322587
5.5,0.3560467277786676
6.,0.35234028638098924
6.5,0.3509175044884976
7.,0.35102254907613023
7.5,0.35043168722574913
8.,0.3470585382304122
8.5,0.340320176355822
9.,0.3314375260299399
9.5,0.32242549305765245
10.,0.3147537582211425
10.5,0.3089601717972135
11.,0.30512637841808016
11.5,0.30328532056406216
12.,0.30336260646014024
12.5,0.3049367756029291
13.,0.3071584158990778
13.5,0.30897737290778315
14.,0.30961483517667887
14.5,0.30893601151581646
15.,0.3074760621251231
15.5,0.3060883243196821
16.,0.30532349012308446
16.5,0.3050753035868616
17.,0.3048819609399113
17.5,0.30437931456965606
18.,0.30339141105684253
18.5,0.30182091525042987
19.,0.29961594150922155
19.5,0.2969343224228856
20.,0.2943381947360771
20.5,0.2925967183385554
21.,0.2921662422035316
21.5,0.29289960233249523
22.,0.2942154281659835
22.5,0.2954523619056656
23.,0.2961209296212215
23.5,0.29603829776976204
24.,0.2953432306132285
24.5,0.2943835800579967
25.,0.29356112780498433
25.5,0.2931689874141391
26.,0.2932578080701843
26.5,0.29359768489730304
27.,0.29377413476457437
27.5,0.29344726236179575
28.,0.29260773560864417
28.5,0.29153478036807695
29.,0.29060294197161074
29.5,0.2902877180025194
30.,0.2910802392485887
30.5,0.29301217851533207
31.,0.29537017819786826
31.5,0.2970999005423355
32.,0.2975117951415385
32.5,0.2966216528682323
33.,0.2949498858161535
33.5,0.29313460174589556
34.,0.29171759124296415
34.5,0.29107511815074694
35.,0.29127865505173234
35.5,0.2920257880104684
36.,0.29286889076704237
36.5,0.29348114640896467
37.,0.29374008379984107
37.5,0.29376397700155443
38.,0.2938742708779669
38.5,0.2943790818546569
39.,0.29529306479546125
39.5,0.296224966276976
40.,0.29663252243521987
40.5,0.29635110138635035
41.,0.2958821202523946
41.5,0.29605827448194943
42.,0.2973982515902318
42.5,0.29975907565783855
43.,0.30249780304631335
43.5,0.30481304311481294
44.,0.30592176592488296
44.5,0.30529489312052716
45.,0.3030525205459006
45.5,0.29997249617287286
46.,0.29697790854387646
46.5,0.294730214584895
47.,0.2936162989975228
47.5,0.2937557451982419
48.,0.29490505305963294
48.5,0.2965364121595271
49.,0.2980804406833384
49.5,0.29908421386093714
50.,0.29927893768536984
50.5,0.29864259764014195
51.,0.29737874852733726
51.5,0.2958804897937799
52.,0.29472919234107364
52.5,0.29440417275239206
53.,0.29484120619177867
53.5,0.2955194834587611
54.,0.2959451238146795
54.5,0.2959317793985823
55.,0.2956745429874397
55.5,0.29570601866929236
56.,0.29655608750098894
56.5,0.29825646651472326
57.,0.3002177753063384
57.5,0.3016000162399131
58.,0.3017363829612497
58.5,0.3003896903820805
59.,0.2979498330638599
59.5,0.2953630977100973
60.,0.29350536841100533
60.5,0.2925234899042367
61.,0.29200956288879765
61.5,0.2917916004756207
62.,0.29213412961631163
62.5,0.29313467061965204
63.,0.29447755949997906
63.5,0.29587689961803515
64.,0.2972495782072695
64.5,0.29836982285078983
65.,0.2988452851892875
65.5,0.2985901611930266
66.,0.29794850152877733
66.5,0.2972607038108528
67.,0.29661921189050744
67.5,0.29608084194414414
68.,0.2958568587841768
68.5,0.2961713539437732
69.,0.29700125662377497
69.5,0.2979890738629841
70.,0.2985537330654009
70.5,0.29816542471823465
71.,0.2967057997132424
71.5,0.2946396930932962
72.,0.2927579949248189
72.5,0.29163739485565293
73.,0.2913136565251502
73.5,0.29146050621224834
74.,0.29178685167746776
74.5,0.29214499785760606
75.,0.29238656908140853
75.5,0.2924023092373841
76.,0.2922566625831867
76.5,0.29207112382962075
77.,0.29182831523363967
77.5,0.29140492607415025
78.,0.29076354149933703
78.5,0.2900598791864038
79.,0.28958193524550513
79.5,0.2896487480402355
80.,0.2905169967301923
80.5,0.292168531919036
81.,0.2940973090517776
81.5,0.2954992293696168
82.,0.29581260366206485
82.5,0.29504826355688996
83.,0.2937556924711866
83.5,0.292813909761478
84.,0.2929852634328723
84.5,0.2943384254585434
85.,0.2960962603865638
85.5,0.29717969925182874
86.,0.2969562499383777
86.5,0.29556484984224624
87.,0.29367538858410247
87.5,0.2920081107849417
88.,0.29108470585179747
88.5,0.29127887862740093
89.,0.2927829137883239
89.5,0.2953768822113737
90.,0.2983544850223529
90.5,0.30078391675411065
91.,0.30190086388786963
91.5,0.30148078902171915
92.,0.3000028213724212
92.5,0.2983439490414436
93.,0.2971964570607233
93.5,0.29673819221148834
94.,0.2967821978859377
94.5,0.29710395763672637
95.,0.29752871347288046
95.5,0.29783406085661873
96.,0.2977940579497165
96.5,0.29731754433563584
97.,0.29645344453183886
97.5,0.295306212001906
98.,0.2939949048426649
98.5,0.29269837925050535
99.,0.29173536201135875
99.5,0.29147640273743947
100.,0.29207004951178006
