"t","valor esperado de Haar de la pureza de Choi"
0.,1.
0.5,0.9791932246105562
1.,0.921904652868535
1.5,0.8421912324235136
2.,0.7593944117456751
2.5,0.6932029502822419
3.,0.6587487805962303
3.5,0.6629995022305829
4.,0.7033035246090193
4.5,0.7683422002462484
5.,0.8411323158089032
5.5,0.9032600439094144
6.,0.9393038670261948
6.5,0.9404326291446745
7.,0.9064013666300532
7.5,0.8455391119589377
8.,0.7727526236370644
8.5,0.7059875727357288
9.,0.6619285785450723
9.5,0.6519175891856095
10.,0.6790697985602432
10.5,0.7373372561372558
11.,0.8128329576027911
11.5,0.8871680621749586
12.,0.9420130902105257
12.5,0.963730061156766
13.,0.9468606616400655
13.5,0.8955350493123659
14.,0.822418673347832
14.5,0.7454813192593437
15.,0.6834550442110708
15.5,0.6511760348756833
16.,0.6559954034635322
16.5,0.6961196352390928
17.,0.7612172017299841
17.5,0.8350605828714113
18.,0.8995074682273307
18.5,0.938855758253226
19.,0.9435667099415395
19.5,0.9125206737612648
20.,0.8533008346161934
20.5,0.7804276404293001
21.,0.7119170818288713
21.5,0.6649287345429553
22.,0.6515193962111226
22.5,0.6755501803142756
23.,0.7315691795259616
23.5,0.8060306133379183
24.,0.8806126913662814
24.5,0.9368195155797909
25.,0.9606728588067406
25.5,0.9462476543086071
26.,0.897111794901643
26.5,0.8253100721419889
27.,0.7482068129117435
27.5,0.684067051735708
28.,0.6475509900960991
28.5,0.6462555810834254
29.,0.6791024041690513
29.5,0.7368645733592694
30.,0.8045983292486707
30.5,0.8653266392857585
31.,0.9040890941336724
31.5,0.9114434791053443
32.,0.8856561935374856
32.5,0.8331068663075173
33.,0.7668058753622686
33.5,0.7033257448893988
34.,0.6588121943692578
34.5,0.6449908543204367
35.,0.6661461920843965
35.5,0.7178727408971906
36.,0.7879947718318204
36.5,0.8595010455259529
37.,0.9147899815544297
37.5,0.9401333682927762
38.,0.929174609581817
38.5,0.884524715538969
39.,0.8170401101016138
39.5,0.7430036708263528
40.,0.6799902167496248
40.5,0.6425175678218285
41.,0.6385872653251228
41.5,0.6679310887270196
42.,0.7223082241677238
42.5,0.7876859113991364
43.,0.8477122555738144
43.5,0.887636248116193
44.,0.8977755723372116
44.5,0.875763178045627
45.,0.8270791881217159
45.5,0.763743224643125
46.,0.7014428740643228
46.5,0.6557361388949411
47.,0.6382114543867597
47.5,0.6535463512099535
48.,0.6982334573573554
48.5,0.7613543873537523
49.,0.8272605730791036
49.5,0.8795032452578565
50.,0.9049969601165593
50.5,0.89731974126904
51.,0.8582829082873706
51.5,0.7973799128088916
52.,0.7293014127426667
52.5,0.6702099686261336
53.,0.6337599325304546
53.5,0.6278602174027613
54.,0.6529329129863546
54.5,0.7020117639472061
55.,0.762573082461697
55.5,0.8196075449592765
56.,0.8591965415110289
56.5,0.8717802139048696
57.,0.8543913553831098
57.5,0.8113547754335427
58.,0.7532772928620126
58.5,0.6945275759455246
59.,0.6497600742568147
59.5,0.6302936883625517
60.,0.6412376966314668
60.5,0.6801183314533736
61.,0.7374079905236017
61.5,0.798871240261084
62.,0.8491480670371025
62.5,0.8756430010358947
63.,0.8716929214732175
63.5,0.8381833212125245
64.,0.7832149211166144
64.5,0.7199564687838851
65.,0.6632939456214586
65.5,0.6261681750293653
66.,0.6165190885119752
66.5,0.6355449370961694
67.,0.677621272130036
67.5,0.7318169019655018
68.,0.7845911715322063
68.5,0.8230243274602626
69.,0.8378480799765126
69.5,0.8256052064326005
70.,0.7894559408764488
70.5,0.7384341042162486
71.,0.6852936799682666
71.5,0.6434167202653562
72.,0.6235023716939824
72.5,0.6308516682973448
73.,0.6639562736850327
73.5,0.7147947346623953
74.,0.7708026345181276
74.5,0.818030430649124
75.,0.8446693219098675
75.5,0.8440172174260487
76.,0.8161115469269663
76.5,0.7676269474683386
77.,0.7101090169209598
77.5,0.6570482161432871
78.,0.6205704122883291
78.5,0.608571412209547
79.,0.6229619528625614
79.5,0.6593830533606986
80.,0.7083912769590219
80.5,0.7577861325401611
81.,0.7955197401826515
81.5,0.8125244682026713
82.,0.8048251502671319
82.5,0.7744583403305314
83.,0.7289765311775083
83.5,0.6796287869927811
84.,0.6386218355305822
84.5,0.6161059562209545
85.,0.6176291029499935
85.5,0.6427167753586589
86.,0.6849672451674619
86.5,0.7336615406539935
87.,0.7764806662036241
87.5,0.802619186363946
88.,0.8054783916519875
88.5,0.784246757921278
89.,0.743989813562437
89.5,0.6942769323167715
90.,0.6467478124832373
90.5,0.6122647480025969
91.,0.5983562690858931
91.5,0.6075397993300204
92.,0.6368677950825953
92.5,0.678746300055634
93.,0.7227961111956676
93.5,0.7583155047923125
94.,0.7767891540040219
94.5,0.7738830861299124
95.,0.7504704458872179
95.5,0.7124348255592291
96.,0.6692671889160505
96.5,0.6317588112006469
97.,0.6093299376785742
97.5,0.607654170078503
98.,0.6271943877900547
98.5,0.663051451952743
99.,0.7061885440359259
99.5,0.7457230592897153
100.,0.771684151815358
