"L=11;{hx,hz,J}={1.,2.5,ConstantArray[1.,L-1]};SeedRandom[32371];ψ0E=Table[RandomChainProductState[L-1],3];Superoperator[t,ψ0E[[3]],eigenvalsH,eigenvecsH,L];"
"{1.0000000000069273, 0, 0, 0}","{0, 1.0000000000058697, 0, 0}","{0, 0, 1.0000000000058697, 0}","{0, 0, 0, 1.0000000000048122}"
"{0.8989942632118917, 0.1362137362674791 - 0.03726761885674751*I, 0.1362137362674791 + 0.03726761885674751*I, 0.0804616965922279}","{0.17268767775727106 - 0.008490681001756404*I, 0.28192828609691123 + 0.06622577311262312*I, 0.07135151251738582 + 0.01378458080797742*I, -0.14496998373290312 + 0.015475369801368887*I}","{0.17268767775727106 + 0.008490681001756404*I, 0.07135151251738582 - 0.01378458080797742*I, 0.28192828609691123 - 0.06622577311262312*I, -0.14496998373290312 - 0.015475369801368887*I}","{0.10100573678901631, -0.13621373626581346 + 0.03726761885181976*I, -0.13621373626581346 - 0.03726761885181976*I, 0.919538303405685}"
"{0.8991354057435683, 0.13552617385213822 - 0.016876009643915134*I, 0.13552617385213822 + 0.016876009643915134*I, 0.0790328781584444}","{0.1774901937393389 + 0.00619642833442254*I, 0.2491133422025715 - 0.0733300819169062*I, 0.06926915285035151 + 0.013483189234223826*I, -0.1495236674083827 + 0.00018170282753566733*I}","{0.1774901937393389 - 0.00619642833442254*I, 0.06926915285035151 - 0.013483189234223826*I, 0.2491133422025715 + 0.0733300819169062*I, -0.1495236674083827 - 0.00018170282753566733*I}","{0.10086459425533105, -0.13552617385070442 + 0.016876009641788203*I, -0.13552617385070442 - 0.016876009641788203*I, 0.9209671218386042}"
"{0.8971570445964527, 0.14590583052409428 - 0.003887490201539074*I, 0.14590583052409428 + 0.003887490201539074*I, 0.0797103834186055}","{0.19072404272397267 + 0.011505967766398464*I, 0.14252228714802126 - 0.14508267259662647*I, 0.06993399501014738 + 0.012099581946621411*I, -0.15846561479835813 - 0.005183461622307957*I}","{0.19072404272397267 - 0.011505967766398464*I, 0.06993399501014738 - 0.012099581946621411*I, 0.14252228714802126 + 0.14508267259662647*I, -0.15846561479835813 + 0.005183461622307957*I}","{0.10284295540382268, -0.1459058305217617 + 0.003887490198597618*I, -0.1459058305217617 - 0.003887490198597618*I, 0.9202896165825258}"
"{0.8953878951079107, 0.15903844200218403 - 0.0025743351496849906*I, 0.15903844200218403 + 0.0025743351496849906*I, 0.08050909795980192}","{0.20279421151960533 + 0.004275340231703992*I, 0.02979179526132722 - 0.1257560013509661*I, 0.07123416346075181 + 0.01036010287432234*I, -0.16368841010976903 - 0.00179877513564544*I}","{0.20279421151960533 - 0.004275340231703992*I, 0.07123416346075181 - 0.01036010287432234*I, 0.02979179526132722 + 0.1257560013509661*I, -0.16368841010976903 + 0.00179877513564544*I}","{0.10461210489134617, -0.15903844199827585 + 0.0025743351498769516*I, -0.15903844199827585 - 0.0025743351498769516*I, 0.9194909020398738}"
"{0.895979546831031, 0.16681312583053914 - 0.010291566336446189*I, 0.16681312583053914 + 0.010291566336446189*I, 0.08031183552267125}","{0.20544566773391618 - 0.010791698183394986*I, -0.029131057908916916 - 0.0429655604447432*I, 0.07126492788175533 + 0.009287046079405253*I, -0.1606870667800135 + 0.0032940386848409123*I}","{0.20544566773391618 + 0.010791698183394986*I, 0.07126492788175533 - 0.009287046079405253*I, -0.029131057908916916 + 0.0429655604447432*I, -0.1606870667800135 - 0.0032940386848409123*I}","{0.10402045317024683, -0.1668131258275471 + 0.01029156633738936*I, -0.1668131258275471 - 0.01029156633738936*I, 0.9196881644801763}"
"{0.8996239927852479, 0.16549689445404658 - 0.020035409140914562*I, 0.16549689445404658 + 0.020035409140914562*I, 0.07966180270413827}","{0.1965248274756214 - 0.024711420695749955*I, -0.012837944590560604 + 0.04685757871218939*I, 0.06959175667447895 + 0.009742638867986837*I, -0.15177254392428502 + 0.0014994964989105755*I}","{0.1965248274756214 + 0.024711420695749955*I, 0.06959175667447895 - 0.009742638867986837*I, -0.012837944590560604 - 0.04685757871218939*I, -0.15177254392428502 - 0.0014994964989105755*I}","{0.10037600721643686, -0.16549689445217147 + 0.020035409141706047*I, -0.16549689445217147 - 0.020035409141706047*I, 0.920338197294618}"
"{0.9052790736543457, 0.1569049031974482 - 0.02495996744338886*I, 0.1569049031974482 + 0.02495996744338886*I, 0.0804491667410917}","{0.1805035798883356 - 0.03005435972831708*I, 0.05678815293187539 + 0.09391631748991007*I, 0.06752140058897342 + 0.01170327472743714*I, -0.1454104744586424 - 0.011032489386519982*I}","{0.1805035798883356 + 0.03005435972831708*I, 0.06752140058897342 - 0.01170327472743714*I, 0.05678815293187539 - 0.09391631748991007*I, -0.1454104744586424 + 0.011032489386519982*I}","{0.09472092634935436, -0.15690490319800698 + 0.024959967441749397*I, -0.15690490319800698 - 0.024959967441749397*I, 0.9195508332589395}"
"{0.9109260807577882, 0.1464546858143675 - 0.02194524412248011*I, 0.1464546858143675 + 0.02194524412248011*I, 0.08448291687745464}","{0.16486157079073385 - 0.02478474626995528*I, 0.13536284869038778 + 0.07936736654204565*I, 0.06706847260974892 + 0.01392531412643523*I, -0.15045652679287916 - 0.029454453733088814*I}","{0.16486157079073385 + 0.02478474626995528*I, 0.06706847260974892 - 0.01392531412643523*I, 0.13536284869038778 - 0.07936736654204565*I, -0.15045652679287916 + 0.029454453733088814*I}","{0.08907391924858729, -0.14645468581536453 + 0.021945244121165032*I, -0.14645468581536453 - 0.021945244121165032*I, 0.9155170831297432}"
"{0.9146883910459549, 0.1399339151810593 - 0.012462571147208253*I, 0.1399339151810593 + 0.012462571147208253*I, 0.09188049582908195}","{0.15570866013952356 - 0.01202613901531615*I, 0.18260784965091145 + 0.016366658328257407*I, 0.06935782163631223 + 0.014610256416959889*I, -0.1691272257866363 - 0.042664946663458936*I}","{0.15570866013952356 + 0.01202613901531615*I, 0.06935782163631223 - 0.014610256416959889*I, 0.18260784965091145 - 0.016366658328257407*I, -0.1691272257866363 + 0.042664946663458936*I}","{0.08531160896177634, -0.13993391518051307 + 0.012462571144106883*I, -0.13993391518051307 - 0.012462571144106883*I, 0.9081195041764247}"
"{0.9156084275246267, 0.14091586019000538 - 0.00112506292552787*I, 0.14091586019000538 + 0.00112506292552787*I, 0.10052503444819536}","{0.15554630657994867 + 0.0026694497995635013*I, 0.17786683463418407 - 0.06358962606671467*I, 0.07372523315132729 + 0.012693889631459841*I, -0.194560796916457 - 0.04081081535761252*I}","{0.15554630657994867 - 0.0026694497995635013*I, 0.07372523315132729 - 0.012693889631459841*I, 0.17786683463418407 + 0.06358962606671467*I, -0.194560796916457 + 0.04081081535761252*I}","{0.08439157248105617, -0.14091586018920205 + 0.0011250629236379678*I, -0.14091586018920205 - 0.0011250629236379678*I, 0.8994749655518038}"
"{0.9138454106677332, 0.14959097189669843 + 0.006674824246050498*I, 0.14959097189669843 - 0.006674824246050498*I, 0.10705711779422906}","{0.16332739905246652 + 0.014062869487626094*I, 0.12306816974810127 - 0.1261208056123515*I, 0.07815371108713715 + 0.008749676798484434*I, -0.2149377812706908 - 0.022074989065336763*I}","{0.16332739905246652 - 0.014062869487626094*I, 0.07815371108713715 - 0.008749676798484434*I, 0.12306816974810127 + 0.1261208056123515*I, -0.2149377812706908 + 0.022074989065336763*I}","{0.08615458933694027, -0.14959097189565648 - 0.0066748242473434125*I, -0.14959097189565648 + 0.0066748242473434125*I, 0.8929428822071761}"
"{0.9104291101145916, 0.1629403503426251 + 0.006903048867937381*I, 0.1629403503426251 - 0.006903048867937381*I, 0.1087116202267967}","{0.17572104733875143 + 0.01884835351516225*I, 0.037862673780968456 - 0.14566388359582033*I, 0.08056062065710398 + 0.004807213133058811*I, -0.22089405848512964 + 0.00616060950768426*I}","{0.17572104733875143 - 0.01884835351516225*I, 0.08056062065710398 - 0.004807213133058811*I, 0.037862673780968456 + 0.14566388359582033*I, -0.22089405848512964 - 0.00616060950768426*I}","{0.08957088989419959, -0.16294035034072007 - 0.00690304886682289*I, -0.16294035034072007 + 0.00690304886682289*I, 0.8912883797733042}"
"{0.9068195397511272, 0.1758689350566117 - 0.001815743248093176*I, 0.1758689350566117 + 0.001815743248093176*I, 0.10474201946415267}","{0.18862399889436032 + 0.015990393928334*I, -0.04892396986250948 - 0.11121269583185257*I, 0.07990490913492349 + 0.0031277990635473173*I, -0.21085680347945432 + 0.032270871475835516*I}","{0.18862399889436032 - 0.015990393928334*I, 0.07990490913492349 - 0.0031277990635473173*I, -0.04892396986250948 + 0.11121269583185257*I, -0.21085680347945432 - 0.032270871475835516*I}","{0.09318046025569711, -0.17586893505351686 + 0.0018157432477256923*I, -0.17586893505351686 - 0.0018157432477256923*I, 0.8952579805348336}"
"{0.9044936967019546, 0.1827665785115234 - 0.017782753231986123*I, 0.1827665785115234 + 0.017782753231986123*I, 0.09654396528826129}","{0.19803937874521776 + 0.006275858696942986*I, -0.10620079313336248 - 0.026895787191368342*I, 0.07643357232282483 + 0.004698384505505433*I, -0.19064194310510085 + 0.04751901787773996*I}","{0.19803937874521776 - 0.006275858696942986*I, 0.07643357232282483 - 0.004698384505505433*I, -0.10620079313336248 + 0.026895787191368342*I, -0.19064194310510085 - 0.04751901787773996*I}","{0.09550630330354644, -0.18276657850963227 + 0.017782753227653957*I, -0.18276657850963227 - 0.017782753227653957*I, 0.9034560347133163}"
"{0.9046014072684609, 0.1792368933347434 - 0.036323765521268224*I, 0.1792368933347434 + 0.036323765521268224*I, 0.08661037902772592}","{0.20029500452352716 - 0.007738045518024416*I, -0.10507031098767833 + 0.08652304481863561*I, 0.07116888547011166 + 0.008562361122696762*I, -0.1681879531497925 + 0.049790202618690764*I}","{0.20029500452352716 + 0.007738045518024416*I, 0.07116888547011166 - 0.008562361122696762*I, -0.10507031098767833 - 0.08652304481863561*I, -0.1681879531497925 - 0.049790202618690764*I}","{0.09539859273509896, -0.17923689333268758 + 0.03632376551704841*I, -0.17923689333268758 - 0.03632376551704841*I, 0.9133896209746462}"
"{0.9075518014627784, 0.1641132980993294 - 0.050476670505080375*I, 0.1641132980993294 + 0.050476670505080375*I, 0.07732979607470969}","{0.1930033555119575 - 0.021122456909532704*I, -0.028982133664309725 + 0.18839104410789997*I, 0.06530504687591984 + 0.012568413844422442*I, -0.1486629803891315 + 0.041523238587498346*I}","{0.1930033555119575 + 0.021122456909532704*I, 0.06530504687591984 - 0.012568413844422442*I, -0.028982133664309725 - 0.18839104410789997*I, -0.1486629803891315 - 0.041523238587498346*I}","{0.09244819854290169, -0.1641132980983657 + 0.050476670501600304*I, -0.1641132980983657 - 0.050476670501600304*I, 0.922670203928437}"
"{0.9125594961989845, 0.14126463584754037 - 0.05313411757429624*I, 0.14126463584754037 + 0.05313411757429624*I, 0.07052190529276503}","{0.1774885694197562 - 0.027197044132006735*I, 0.10761983141051723 + 0.2259441717586731*I, 0.06005743547952907 + 0.014871822017529495*I, -0.13448222779054064 + 0.025402436713796776*I}","{0.1774885694197562 + 0.027197044132006735*I, 0.06005743547952907 - 0.014871822017529495*I, 0.10761983141051723 - 0.2259441717586731*I, -0.13448222779054064 - 0.025402436713796776*I}","{0.08744050380721671, -0.14126463584808385 + 0.053134117573098216*I, -0.14126463584808385 - 0.053134117573098216*I, 0.9294780947090128}"
"{0.9176028613776196, 0.11943014192708667 - 0.040831475049593155*I, 0.11943014192708667 + 0.040831475049593155*I, 0.06756158523254054}","{0.16043804558152425 - 0.021084848559030624*I, 0.2493929642942883 + 0.16328756032981037*I, 0.056772551885831975 + 0.0148543683889726*I, -0.12851383837673758 + 0.0034765037273525486*I}","{0.16043804558152425 + 0.021084848559030624*I, 0.056772551885831975 - 0.0148543683889726*I, 0.2493929642942883 - 0.16328756032981037*I, -0.12851383837673758 - 0.0034765037273525486*I}","{0.08239713862624853, -0.1194301419256055 + 0.040831475052048045*I, -0.1194301419256055 - 0.040831475052048045*I, 0.9324384147701972}"
"{0.9202637018147547, 0.10860402852067169 - 0.017064337052621323*I, 0.10860402852067169 + 0.017064337052621323*I, 0.06923658385217149}","{0.15141515862528906 - 0.004295487188382413*I, 0.32175281119475024 + 0.015587524487596972*I, 0.056645387447168405 + 0.012912717538134779*I, -0.13441904119194156 - 0.019886977652012885*I}","{0.15141515862528906 + 0.004295487188382413*I, 0.056645387447168405 - 0.012912717538134779*I, 0.32175281119475024 - 0.015587524487596972*I, -0.13441904119194156 + 0.019886977652012885*I}","{0.07973629818894758, -0.1086040285179305 + 0.01706433705279065*I, -0.1086040285179305 - 0.01706433705279065*I, 0.930763416149239}"
"{0.9191854064452152, 0.11427280437008167 + 0.008169276723204026*I, 0.11427280437008167 - 0.008169276723204026*I, 0.07509198468700846}","{0.15650940373576086 + 0.014449696591845779*I, 0.2793665715113871 - 0.14668898682170362*I, 0.05993567808135494 + 0.00983997351211122*I, -0.15234828985775822 - 0.036908160920843515*I}","{0.15650940373576086 - 0.014449696591845779*I, 0.05993567808135494 - 0.00983997351211122*I, 0.2793665715113871 + 0.14668898682170362*I, -0.15234828985775822 + 0.036908160920843515*I}","{0.08081459355802158, -0.11427280436845474 - 0.008169276726362609*I, -0.11427280436845474 + 0.008169276726362609*I, 0.924908015312991}"
"{0.9150848890799392, 0.13356926124569096 + 0.023530328559356904*I, 0.13356926124569096 - 0.023530328559356904*I, 0.08310162157429403}","{0.17330385893480138 + 0.024373887764953472*I, 0.14252217642947967 - 0.23813849339352666*I, 0.06545392704005407 + 0.006589472220038345*I, -0.17574029275128267 - 0.040691429045136826*I}","{0.17330385893480138 - 0.024373887764953472*I, 0.06545392704005407 - 0.006589472220038345*I, 0.14252217642947967 + 0.23813849339352666*I, -0.17574029275128267 + 0.040691429045136826*I}","{0.08491511092206783, -0.13356926124438895 - 0.023530328563255192*I, -0.13356926124438895 + 0.023530328563255192*I, 0.9168983784237354}"
"{0.9104103642623791, 0.1566171819478872 + 0.022951589120543226*I, 0.1566171819478872 - 0.022951589120543226*I, 0.0904307676785518}","{0.1920028656403841 + 0.02000289868721518*I, -0.012993227347384798 - 0.21391996098308574*I, 0.07101543384316603 + 0.004197486465216624*I, -0.19441402807512864 - 0.03065722590259724*I}","{0.1920028656403841 - 0.02000289868721518*I, 0.07101543384316603 - 0.004197486465216624*I, -0.012993227347384798 + 0.21391996098308574*I, -0.19441402807512864 + 0.03065722590259724*I}","{0.08958963574076476, -0.1566171819478921 - 0.022951589124922428*I, -0.1566171819478921 + 0.022951589124922428*I, 0.9095692323194707}"
"{0.9078256113983082, 0.1722796827556289 + 0.008993580299230558*I, 0.1722796827556289 - 0.008993580299230558*I, 0.09485339526706754}","{0.2017991258487789 + 0.004735834707660284*I, -0.10405989555458674 - 0.09601499717076045*I, 0.0745990675228843 + 0.0033684509539686817*I, -0.20110414008274727 - 0.013039674669915633*I}","{0.2017991258487789 - 0.004735834707660284*I, 0.0745990675228843 - 0.0033684509539686817*I, -0.10405989555458674 + 0.09601499717076045*I, -0.20110414008274727 + 0.013039674669915633*I}","{0.09217438860483015, -0.17227968275295508 - 0.008993580301809523*I, -0.17227968275295508 + 0.008993580301809523*I, 0.9051466047341072}"
"{0.9085812219352478, 0.17434374460234825 - 0.009044210356046252*I, 0.17434374460234825 + 0.009044210356046252*I, 0.09573230445104705}","{0.197371321970103 - 0.011485305114330324*I, -0.08805210655286105 + 0.04420281160832759*I, 0.07536474316401302 + 0.004048834211214089*I, -0.19502679024816433 + 0.0033638491802326607*I}","{0.197371321970103 + 0.011485305114330324*I, 0.07536474316401302 - 0.004048834211214089*I, -0.08805210655286105 - 0.04420281160832759*I, -0.19502679024816433 - 0.0033638491802326607*I}","{0.09141877806649366, -0.17434374459897356 + 0.009044210355757365*I, -0.17434374459897356 - 0.009044210355757365*I, 0.9042676955503222}"
"{0.9117597419607179, 0.1645247223651173 - 0.020574108903512234*I, 0.1645247223651173 + 0.020574108903512234*I, 0.09406476223691332}","{0.1816702225556779 - 0.017988604776164614*I, 0.01755641177851589 + 0.1278732083641695*I, 0.07400368958981243 + 0.005613247354532553*I, -0.18089939865945315 + 0.011551900988198409*I}","{0.1816702225556779 + 0.017988604776164614*I, 0.07400368958981243 - 0.005613247354532553*I, 0.01755641177851589 - 0.1278732083641695*I, -0.18089939865945315 - 0.011551900988198409*I}","{0.08824025804700147, -0.16452472236409582 + 0.02057410890747913*I, -0.16452472236409582 - 0.02057410890747913*I, 0.9059352377656469}"
"{0.9147416095536447, 0.15109380981684153 - 0.01951303684250159*I, 0.15109380981684153 + 0.01951303684250159*I, 0.09186643682276027}","{0.16435229883713579 - 0.009272539674448799*I, 0.14704712972154804 + 0.10989616613059267*I, 0.07240874816570891 + 0.007461634122270225*I, -0.16643014447367166 + 0.008599898706083091*I}","{0.16435229883713579 + 0.009272539674448799*I, 0.07240874816570891 - 0.007461634122270225*I, 0.14704712972154804 - 0.10989616613059267*I, -0.16643014447367166 - 0.008599898706083091*I}","{0.08525839045211674, -0.15109380981223614 + 0.01951303684555527*I, -0.15109380981223614 - 0.01951303684555527*I, 0.9081335631791707}"
"{0.9146455834543328, 0.1440821743359495 - 0.0075889809660297895*I, 0.1440821743359495 + 0.0075889809660297895*I, 0.09121379378902002}","{0.15679365711243348 + 0.011510430103615934*I, 0.2213356170181126 + 0.003021445088212414*I, 0.0727699076441378 + 0.009247977438982346*I, -0.15976823667642598 - 0.002982703574152091*I}","{0.15679365711243348 - 0.011510430103615934*I, 0.0727699076441378 - 0.009247977438982346*I, 0.2213356170181126 - 0.003021445088212414*I, -0.15976823667642598 + 0.002982703574152091*I}","{0.08535441655059664, -0.14408217433072362 + 0.007588980964528943*I, -0.14408217433072362 - 0.007588980964528943*I, 0.9087862062118772}"
"{0.9100555184572019, 0.14944359386482917 + 0.006576058428565095*I, 0.14944359386482917 - 0.006576058428565095*I, 0.09310002248311153}","{0.16555997611419268 + 0.03344718159445152*I, 0.19234252973707328 - 0.12692803852469356*I, 0.07627049074802206 + 0.010596740902954337*I, -0.16564509805806776 - 0.015092621223789862*I}","{0.16555997611419268 - 0.03344718159445152*I, 0.07627049074802206 - 0.010596740902954337*I, 0.19234252973707328 + 0.12692803852469356*I, -0.16564509805806776 + 0.015092621223789862*I}","{0.08994448155038812, -0.1494435938621993 - 0.006576058431966429*I, -0.1494435938621993 + 0.006576058431966429*I, 0.9068999775201977}"
"{0.9020611753971046, 0.16537781053240125 + 0.012496412196410196*I, 0.16537781053240125 - 0.012496412196410196*I, 0.09661003291174117}","{0.1878509320836275 + 0.04367811023859047*I, 0.07382224685975902 - 0.19808336088988365*I, 0.08202910867656235 + 0.011026539030577888*I, -0.18118249082997462 - 0.017780585073316382*I}","{0.1878509320836275 - 0.04367811023859047*I, 0.08202910867656235 - 0.011026539030577888*I, 0.07382224685975902 + 0.19808336088988365*I, -0.18118249082997462 + 0.017780585073316382*I}","{0.09793882460731633, -0.16537781052889566 - 0.01249641219862659*I, -0.16537781052889566 + 0.01249641219862659*I, 0.9033899670873939}"
"{0.8938549298176386, 0.18328422819197937 + 0.0042552958655755965*I, 0.18328422819197937 - 0.0042552958655755965*I, 0.09925370830915525}","{0.212579292529678 + 0.0352219029617733*I, -0.06519682977770028 - 0.16341649925685456*I, 0.08725147174785516 + 0.010453494975815155*I, -0.19618217372972757 - 0.006454701934185198*I}","{0.212579292529678 - 0.0352219029617733*I, 0.08725147174785516 - 0.010453494975815155*I, -0.06519682977770028 + 0.16341649925685456*I, -0.19618217372972757 + 0.006454701934185198*I}","{0.1061450701876837, -0.18328422819015883 - 0.004255295864864186*I, -0.18328422819015883 + 0.004255295864864186*I, 0.9007462916917244}"
"{0.8890184226828381, 0.1929597563355476 - 0.01582345050041018*I, 0.1929597563355476 + 0.01582345050041018*I, 0.09858953750397065}","{0.22705413872469704 + 0.011361480399235022*I, -0.1442353231509351 - 0.039903117642498556*I, 0.0888281056133079 + 0.00957847382299304*I, -0.1999559065507012 + 0.013669360943239494*I}","{0.22705413872469704 - 0.011361480399235022*I, 0.0888281056133079 - 0.00957847382299304*I, -0.1442353231509351 + 0.039903117642498556*I, -0.1999559065507012 - 0.013669360943239494*I}","{0.11098157732026026, -0.19295975633508095 + 0.01582345049945976*I, -0.19295975633508095 - 0.01582345049945976*I, 0.9014104625022948}"
"{0.8895892243442173, 0.1885796977635646 - 0.038701045168443346*I, 0.1885796977635646 + 0.038701045168443346*I, 0.09398129276482725}","{0.22450876838170564 - 0.01664871529451047*I, -0.12088111725528322 + 0.10576894469797166*I, 0.08529985219031495 + 0.009439871217639027*I, -0.18923719717749587 + 0.030938701615437235*I}","{0.22450876838170564 + 0.01664871529451047*I, 0.08529985219031495 - 0.009439871217639027*I, -0.12088111725528322 - 0.10576894469797166*I, -0.18923719717749587 - 0.030938701615437235*I}","{0.11041077565899816, -0.18857969776434894 + 0.038701045167635485*I, -0.18857969776434894 - 0.038701045167635485*I, 0.9060187072341155}"
"{0.8951176117744394, 0.17159664467446178 - 0.05398168505899684*I, 0.17159664467446178 + 0.05398168505899684*I, 0.08707485232382225}","{0.20720578512341006 - 0.036448170379365694*I, -0.010702836119196632 + 0.2010796118121602*I, 0.07773959087172448 + 0.010514660443328064*I, -0.1700148638191626 + 0.03558712959215277*I}","{0.20720578512341006 + 0.036448170379365694*I, 0.07773959087172448 - 0.010514660443328064*I, -0.010702836119196632 - 0.2010796118121602*I, -0.1700148638191626 - 0.03558712959215277*I}","{0.10488238823067816, -0.17159664467513672 + 0.05398168505896521*I, -0.17159664467513672 - 0.05398168505896521*I, 0.9129251476747897}"
"{0.9031295426158985, 0.14926550808302394 - 0.05531697256406498*I, 0.14926550808302394 + 0.05531697256406498*I, 0.08073245889542549}","{0.18389634316540665 - 0.04093408102216468*I, 0.13041628670025332 + 0.20715591305699432*I, 0.06907280596574777 + 0.012298529513457248*I, -0.1525167040747805 + 0.025719263066895474*I}","{0.18389634316540665 + 0.04093408102216468*I, 0.06907280596574777 - 0.012298529513457248*I, 0.13041628670025332 - 0.20715591305699432*I, -0.1525167040747805 - 0.025719263066895474*I}","{0.09687045738809771, -0.149265508083135 + 0.05531697256350636*I, -0.149265508083135 - 0.05531697256350636*I, 0.9192675411095641}"
"{0.9104888112578524, 0.13050406083085478 - 0.042805765786750036*I, 0.13050406083085478 + 0.042805765786750036*I, 0.0773788565565029}","{0.16443238363697588 - 0.03058222532918423*I, 0.2417472863251558 + 0.1307502491528716*I, 0.06250617982680123 + 0.013701630330405792*I, -0.14440943700577244 + 0.007070699635214558*I}","{0.16443238363697588 + 0.03058222532918423*I, 0.06250617982680123 - 0.013701630330405792*I, 0.2417472863251558 - 0.1307502491528716*I, -0.14440943700577244 - 0.007070699635214558*I}","{0.0895111887432485, -0.1305040608283099 + 0.04280576578778986*I, -0.1305040608283099 - 0.04280576578778986*I, 0.9226211434461504}"
"{0.9147828675510572, 0.12190591334819392 - 0.021902262486874165*I, 0.12190591334819392 + 0.021902262486874165*I, 0.07791221338086496}","{0.1552402932941253 - 0.011599234172801575*I, 0.28535126437915165 + 0.009930265433105403*I, 0.0600832792016738 + 0.013857179070591464*I, -0.14722546090781802 - 0.011786813685023049*I}","{0.1552402932941253 + 0.011599234172801575*I, 0.0600832792016738 - 0.013857179070591464*I, 0.28535126437915165 - 0.009930265433105403*I, -0.14722546090781802 + 0.011786813685023049*I}","{0.08521713245131277, -0.12190591334637613 + 0.021902262488395722*I, -0.12190591334637613 - 0.021902262488395722*I, 0.922087786623063}"
"{0.9151017760667313, 0.12572000116574084 - 0.0004399354050075282*I, 0.12572000116574084 + 0.0004399354050075282*I, 0.08167243496633292}","{0.15769323804894714 + 0.007831255062291768*I, 0.25353838235946874 - 0.10905495112537632*I, 0.06204652030473494 + 0.012711975237241411*I, -0.15751328056299915 - 0.02447523326304843*I}","{0.15769323804894714 - 0.007831255062291768*I, 0.06204652030473494 - 0.012711975237241411*I, 0.25353838235946874 + 0.10905495112537632*I, -0.15751328056299915 + 0.02447523326304843*I}","{0.08489822393399368, -0.12572000116333193 + 0.0004399354058703432*I, -0.12572000116333193 - 0.0004399354058703432*I, 0.9183275650414628}"
"{0.9120939382450417, 0.13982057311463666 + 0.014286270662631526*I, 0.13982057311463666 - 0.014286270662631526*I, 0.08712622103790069}","{0.1689786681786229 + 0.020705491856965234*I, 0.162037181681624 - 0.18724991938318453*I, 0.06708652895876197 + 0.010968066290549243*I, -0.17048354443528935 - 0.028609462930673932*I}","{0.1689786681786229 - 0.020705491856965234*I, 0.06708652895876197 - 0.010968066290549243*I, 0.162037181681624 + 0.18724991938318453*I, -0.17048354443528935 + 0.028609462930673932*I}","{0.0879060617584485, -0.13982057311155202 - 0.014286270666710872*I, -0.13982057311155202 + 0.014286270666710872*I, 0.9128737789679181}"
"{0.9075427802300093, 0.15872415901383669 + 0.017567170078717456*I, 0.15872415901383669 - 0.017567170078717456*I, 0.09256159263903455}","{0.18371802206513677 + 0.022856029551769137*I, 0.04240643924155768 - 0.19873953684142726*I, 0.07307108634437577 + 0.009476456359014274*I, -0.18233388125826983 - 0.02446063213333661*I}","{0.18371802206513677 - 0.022856029551769137*I, 0.07307108634437577 - 0.009476456359014274*I, 0.04240643924155768 + 0.19873953684142726*I, -0.18233388125826983 + 0.02446063213333661*I}","{0.09245721977555513, -0.15872415901240974 - 0.017567170081229665*I, -0.15872415901240974 + 0.017567170081229665*I, 0.9074384073690616}"
"{0.9037046327771634, 0.17515120158860464 + 0.008696920627533722*I, 0.17515120158860464 - 0.008696920627533722*I, 0.09646745706158934}","{0.19536702059900962 + 0.013863517989920075*I, -0.06204403399081098 - 0.13626039557016476*I, 0.07782059941574689 + 0.00869025610747928*I, -0.18990233384170518 - 0.013742937321363734*I}","{0.19536702059900962 - 0.013863517989920075*I, 0.07782059941574689 - 0.00869025610747928*I, -0.06204403399081098 + 0.13626039557016476*I, -0.18990233384170518 + 0.013742937321363734*I}","{0.09629536722765425, -0.1751512015891344 - 0.008696920628926609*I, -0.1751512015891344 + 0.008696920628926609*I, 0.9035325429474886}"
"{0.902480152553254, 0.18241103955804647 - 0.008275813301948515*I, 0.18241103955804647 + 0.008275813301948515*I, 0.0978782217434733}","{0.1980536581917125 - 0.002229504548587782*I, -0.10605829403632927 - 0.020814825690607455*I, 0.07982538913290849 + 0.008644207911670724*I, -0.19035900039697762 - 0.0004196752694012769*I}","{0.1980536581917125 + 0.002229504548587782*I, 0.07982538913290849 - 0.008644207911670724*I, -0.10605829403632927 + 0.020814825690607455*I, -0.19035900039697762 + 0.0004196752694012769*I}","{0.09751984745127654, -0.1824110395561827 + 0.008275813299639483*I, -0.1824110395561827 - 0.008275813299639483*I, 0.9021217782621924}"
"{0.9045455265889336, 0.17748433334161184 - 0.025486902645930166*I, 0.17748433334161184 + 0.025486902645930166*I, 0.09689401316167828}","{0.18947284835987416 - 0.017535203104833627*I, -0.0648295407871157 + 0.09665659614279294*I, 0.07886723040035544 + 0.009218865964223099*I, -0.18346271860340502 + 0.009047737680948308*I}","{0.18947284835987416 + 0.017535203104833627*I, 0.07886723040035544 - 0.009218865964223099*I, -0.0648295407871157 - 0.09665659614279294*I, -0.18346271860340502 - 0.009047737680948308*I}","{0.09545447341288775, -0.1774843333367417 + 0.02548690263996247*I, -0.1774843333367417 - 0.02548690263996247*I, 0.9031059868438034}"
