"hz","J","promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi"
1.1,0.5,0.404807
1.1,0.6,0.401838
1.1,0.7,0.391931
1.1,0.8,0.396543
1.1,0.9,0.391688
1.1,1.,0.389663
1.1,1.1,0.38784
1.1,1.2,0.380434
1.1,1.3,0.380098
1.1,1.4,0.380726
1.1,1.5,0.38594
1.1,1.6,0.381344
1.1,1.7,0.390801
1.1,1.8,0.396915
1.1,1.9,0.395812
1.1,2.,0.39532
1.1,2.1,0.395752
1.1,2.2,0.397583
1.1,2.3,0.392664
1.1,2.4,0.393673
1.1,2.5,0.406307
1.1,2.6,0.419647
1.1,2.7,0.419872
1.1,2.8,0.430154
1.1,2.9,0.437784
1.1,3.,0.431802
1.2,0.,1.
1.2,0.1,0.512484
1.2,0.2,0.472929
1.2,0.3,0.442159
1.2,0.4,0.432343
1.2,0.5,0.42989
1.2,0.6,0.416696
1.2,0.7,0.408347
1.2,0.8,0.400072
1.2,0.9,0.398332
1.2,1.,0.40566
1.2,1.1,0.4012
1.2,1.2,0.391209
1.2,1.3,0.385602
1.2,1.4,0.384984
1.2,1.5,0.394092
1.2,1.6,0.388538
1.2,1.7,0.392505
1.2,1.8,0.399497
1.2,1.9,0.403372
1.2,2.,0.403679
1.2,2.1,0.403915
1.2,2.2,0.403527
1.2,2.3,0.404254
1.2,2.4,0.401096
1.2,2.5,0.405731
1.2,2.6,0.402718
1.2,2.7,0.404456
1.2,2.8,0.418326
1.2,2.9,0.427437
1.2,3.,0.43223
1.3,0.,1.
1.3,0.1,0.536784
1.3,0.2,0.493799
1.3,0.3,0.458785
1.3,0.4,0.443313
1.3,0.5,0.443818
1.3,0.6,0.434379
1.3,0.7,0.427424
1.3,0.8,0.419135
1.3,0.9,0.417033
1.3,1.,0.412649
1.3,1.1,0.411879
1.3,1.2,0.403959
1.3,1.3,0.396467
1.3,1.4,0.393364
1.3,1.5,0.390334
1.3,1.6,0.398272
1.3,1.7,0.392766
1.3,1.8,0.404042
1.3,1.9,0.406122
1.3,2.,0.411521
1.3,2.1,0.413679
1.3,2.2,0.413411
1.3,2.3,0.412479
1.3,2.4,0.413467
1.3,2.5,0.412691
1.3,2.6,0.413001
1.3,2.7,0.415583
1.3,2.8,0.412562
1.3,2.9,0.419142
1.3,3.,0.430222
1.4,0.,1.
1.4,0.1,0.561681
1.4,0.2,0.503799
1.4,0.3,0.486327
1.4,0.4,0.466693
1.4,0.5,0.45618
1.4,0.6,0.453841
1.4,0.7,0.448264
1.4,0.8,0.440024
1.4,0.9,0.433205
1.4,1.,0.428096
1.4,1.1,0.419746
1.4,1.2,0.407627
1.4,1.3,0.408751
1.4,1.4,0.405695
1.4,1.5,0.400039
1.4,1.6,0.396738
1.4,1.7,0.394424
1.4,1.8,0.400723
1.4,1.9,0.408879
1.4,2.,0.411956
1.4,2.1,0.41734
1.4,2.2,0.421538
1.4,2.3,0.422488
1.4,2.4,0.423169
1.4,2.5,0.419031
1.4,2.6,0.427073
1.4,2.7,0.424658
1.4,2.8,0.42117
1.4,2.9,0.425814
1.4,3.,0.421307
1.5,0.,1.
1.5,0.1,0.587974
1.5,0.2,0.513758
1.5,0.3,0.513082
1.5,0.4,0.490862
1.5,0.5,0.474229
1.5,0.6,0.462842
1.5,0.7,0.464871
1.5,0.8,0.458552
1.5,0.9,0.449618
1.5,1.,0.443589
1.5,1.1,0.432226
1.5,1.2,0.416677
1.5,1.3,0.407582
1.5,1.4,0.408875
1.5,1.5,0.411683
1.5,1.6,0.407099
1.5,1.7,0.404092
1.5,1.8,0.401162
1.5,1.9,0.411446
1.5,2.,0.412839
1.5,2.1,0.417838
1.5,2.2,0.425455
1.5,2.3,0.427563
1.5,2.4,0.429053
1.5,2.5,0.429608
1.5,2.6,0.427268
1.5,2.7,0.425743
1.5,2.8,0.431661
1.5,2.9,0.434165
1.5,3.,0.42963
1.6,0.,1.
1.6,0.1,0.613024
1.6,0.2,0.52887
1.6,0.3,0.525795
1.6,0.4,0.516416
1.6,0.5,0.495686
1.6,0.6,0.477014
1.6,0.7,0.472215
1.6,0.8,0.466716
1.6,0.9,0.465878
1.6,1.,0.457713
1.6,1.1,0.447839
1.6,1.2,0.432022
1.6,1.3,0.416105
1.6,1.4,0.411322
1.6,1.5,0.412623
1.6,1.6,0.415784
1.6,1.7,0.412629
1.6,1.8,0.409188
1.6,1.9,0.414515
1.6,2.,0.408282
1.6,2.1,0.41398
1.6,2.2,0.424948
1.6,2.3,0.431258
1.6,2.4,0.432313
1.6,2.5,0.43857
1.6,2.6,0.437353
1.6,2.7,0.437668
1.6,2.8,0.436543
1.6,2.9,0.433425
1.6,3.,0.431861
1.7,0.,1.
1.7,0.1,0.634478
1.7,0.2,0.548652
1.7,0.3,0.526061
1.7,0.4,0.53503
1.7,0.5,0.517263
1.7,0.6,0.494973
1.7,0.7,0.488196
1.7,0.8,0.475121
1.7,0.9,0.472053
1.7,1.,0.469835
1.7,1.1,0.461261
1.7,1.2,0.448445
1.7,1.3,0.430561
1.7,1.4,0.415442
1.7,1.5,0.412475
1.7,1.6,0.414915
1.7,1.7,0.419091
1.7,1.8,0.415224
1.7,1.9,0.411671
1.7,2.,0.419726
1.7,2.1,0.417291
1.7,2.2,0.41303
1.7,2.3,0.432839
1.7,2.4,0.43403
1.7,2.5,0.436165
1.7,2.6,0.441496
1.7,2.7,0.440775
1.7,2.8,0.442016
1.7,2.9,0.444855
1.7,3.,0.436408
1.8,0.,1.
1.8,0.1,0.652702
1.8,0.2,0.568435
1.8,0.3,0.531818
1.8,0.4,0.539006
1.8,0.5,0.533017
1.8,0.6,0.518132
1.8,0.7,0.502055
1.8,0.8,0.487912
1.8,0.9,0.480329
1.8,1.,0.473894
1.8,1.1,0.469931
1.8,1.2,0.459112
1.8,1.3,0.448161
1.8,1.4,0.428762
1.8,1.5,0.416322
1.8,1.6,0.416578
1.8,1.7,0.415537
1.8,1.8,0.420907
1.8,1.9,0.416817
1.8,2.,0.416998
1.8,2.1,0.426234
1.8,2.2,0.421931
1.8,2.3,0.425418
1.8,2.4,0.422034
1.8,2.5,0.436393
1.8,2.6,0.441343
1.8,2.7,0.445619
1.8,2.8,0.445119
1.8,2.9,0.450832
1.8,3.,0.443396
1.9,0.,1.
1.9,0.1,0.669334
1.9,0.2,0.58845
1.9,0.3,0.545136
1.9,0.4,0.54077
1.9,0.5,0.541203
1.9,0.6,0.531597
1.9,0.7,0.523952
1.9,0.8,0.50661
1.9,0.9,0.494838
1.9,1.,0.484864
1.9,1.1,0.47673
1.9,1.2,0.46937
1.9,1.3,0.45687
1.9,1.4,0.444599
1.9,1.5,0.427724
1.9,1.6,0.417841
1.9,1.7,0.420751
1.9,1.8,0.418076
1.9,1.9,0.422931
1.9,2.,0.418969
1.9,2.1,0.422269
1.9,2.2,0.43097
1.9,2.3,0.427409
1.9,2.4,0.436575
1.9,2.5,0.426299
1.9,2.6,0.435254
1.9,2.7,0.443968
1.9,2.8,0.443818
1.9,2.9,0.44909
1.9,3.,0.451289
2.,0.,1.
2.,0.1,0.685403
2.,0.2,0.60775
2.,0.3,0.562524
2.,0.4,0.547198
2.,0.5,0.543157
2.,0.6,0.542189
2.,0.7,0.540853
2.,0.8,0.527804
2.,0.9,0.513025
2.,1.,0.500054
2.,1.1,0.487436
2.,1.2,0.476705
2.,1.3,0.467579
2.,1.4,0.457307
2.,1.5,0.448479
2.,1.6,0.428791
2.,1.7,0.420101
2.,1.8,0.422127
2.,1.9,0.42161
2.,2.,0.422332
2.,2.1,0.420981
2.,2.2,0.423314
2.,2.3,0.432129
2.,2.4,0.431669
2.,2.5,0.438979
2.,2.6,0.432303
2.,2.7,0.429346
2.,2.8,0.444095
2.,2.9,0.451331
2.,3.,0.45523
2.1,0.,1.
2.1,0.1,0.700923
2.1,0.2,0.624278
2.1,0.3,0.581249
2.1,0.4,0.556598
2.1,0.5,0.546638
2.1,0.6,0.548558
2.1,0.7,0.543559
2.1,0.8,0.542798
2.1,0.9,0.533305
2.1,1.,0.519413
2.1,1.1,0.506086
2.1,1.2,0.489574
2.1,1.3,0.474637
2.1,1.4,0.469594
2.1,1.5,0.458786
2.1,1.6,0.44934
2.1,1.7,0.430664
2.1,1.8,0.422893
2.1,1.9,0.420127
2.1,2.,0.423935
2.1,2.1,0.423184
2.1,2.2,0.421923
2.1,2.3,0.422852
2.1,2.4,0.43179
2.1,2.5,0.436149
2.1,2.6,0.439611
2.1,2.7,0.436865
2.1,2.8,0.441496
2.1,2.9,0.434549
2.1,3.,0.455374
2.2,0.,1.
2.2,0.1,0.715411
2.2,0.2,0.637993
2.2,0.3,0.598377
2.2,0.4,0.567825
2.2,0.5,0.555031
2.2,0.6,0.553966
2.2,0.7,0.545734
2.2,0.8,0.538678
2.2,0.9,0.546779
2.2,1.,0.54184
2.2,1.1,0.528032
2.2,1.2,0.513027
2.2,1.3,0.492105
2.2,1.4,0.475483
2.2,1.5,0.465906
2.2,1.6,0.454982
2.2,1.7,0.448183
2.2,1.8,0.430926
2.2,1.9,0.426228
2.2,2.,0.421882
2.2,2.1,0.425196
2.2,2.2,0.426168
2.2,2.3,0.424221
2.2,2.4,0.423675
2.2,2.5,0.431327
2.2,2.6,0.44083
2.2,2.7,0.435575
2.2,2.8,0.44196
2.2,2.9,0.453353
2.2,3.,0.438487
2.3,0.,1.
2.3,0.1,0.728422
2.3,0.2,0.649545
2.3,0.3,0.613937
2.3,0.4,0.58299
2.3,0.5,0.567577
2.3,0.6,0.559668
2.3,0.7,0.554582
2.3,0.8,0.537958
2.3,0.9,0.550663
2.3,1.,0.546579
2.3,1.1,0.544872
2.3,1.2,0.535894
2.3,1.3,0.52171
2.3,1.4,0.494816
2.3,1.5,0.478096
2.3,1.6,0.466602
2.3,1.7,0.457086
2.3,1.8,0.448644
2.3,1.9,0.430386
2.3,2.,0.428322
2.3,2.1,0.424981
2.3,2.2,0.426267
2.3,2.3,0.428488
2.3,2.4,0.424869
2.3,2.5,0.425874
2.3,2.6,0.431253
2.3,2.7,0.442495
2.3,2.8,0.435704
2.3,2.9,0.444523
2.3,3.,0.453991
2.4,0.,1.
2.4,0.1,0.739773
2.4,0.2,0.659352
2.4,0.3,0.628383
2.4,0.4,0.598591
2.4,0.5,0.580649
2.4,0.6,0.568904
2.4,0.7,0.565737
2.4,0.8,0.543617
2.4,0.9,0.544253
2.4,1.,0.550005
2.4,1.1,0.552261
2.4,1.2,0.549845
2.4,1.3,0.542115
2.4,1.4,0.528381
2.4,1.5,0.492676
2.4,1.6,0.478848
2.4,1.7,0.473326
2.4,1.8,0.460244
2.4,1.9,0.450357
2.4,2.,0.430387
2.4,2.1,0.428332
2.4,2.2,0.427683
2.4,2.3,0.428714
2.4,2.4,0.431153
2.4,2.5,0.425321
2.4,2.6,0.429444
2.4,2.7,0.433502
2.4,2.8,0.441914
2.4,2.9,0.434372
2.4,3.,0.451521
2.5,0.,1.
2.5,0.1,0.749535
2.5,0.2,0.667929
2.5,0.3,0.640374
2.5,0.4,0.613547
2.5,0.5,0.593958
2.5,0.6,0.57963
2.5,0.7,0.573094
2.5,0.8,0.555337
2.5,0.9,0.543108
2.5,1.,0.549835
2.5,1.1,0.551256
2.5,1.2,0.553358
2.5,1.3,0.551996
2.5,1.4,0.544479
2.5,1.5,0.532134
2.5,1.6,0.486672
2.5,1.7,0.484106
2.5,1.8,0.479208
2.5,1.9,0.464415
2.5,2.,0.453688
2.5,2.1,0.431698
2.5,2.2,0.427677
2.5,2.3,0.428621
2.5,2.4,0.431199
2.5,2.5,0.434251
2.5,2.6,0.427171
2.5,2.7,0.432893
2.5,2.8,0.435757
2.5,2.9,0.437199
2.5,3.,0.439324
2.6,0.,1.
2.6,0.1,0.757921
2.6,0.2,0.675958
2.6,0.3,0.649744
2.6,0.4,0.627141
2.6,0.5,0.606767
2.6,0.6,0.590094
2.6,0.7,0.579265
2.6,0.8,0.568391
2.6,0.9,0.551123
2.6,1.,0.548267
2.6,1.1,0.546694
2.6,1.2,0.548803
2.6,1.3,0.551445
2.6,1.4,0.549814
2.6,1.5,0.543471
2.6,1.6,0.530056
2.6,1.7,0.487039
2.6,1.8,0.490313
2.6,1.9,0.479762
2.6,2.,0.467813
2.6,2.1,0.457675
2.6,2.2,0.433854
2.6,2.3,0.428496
2.6,2.4,0.429875
2.6,2.5,0.432626
2.6,2.6,0.434972
2.6,2.7,0.427732
2.6,2.8,0.436491
2.6,2.9,0.438109
2.6,3.,0.435001
2.7,0.,1.
2.7,0.1,0.765186
2.7,0.2,0.683979
2.7,0.3,0.657355
2.7,0.4,0.639132
2.7,0.5,0.618049
2.7,0.6,0.601977
2.7,0.7,0.589407
2.7,0.8,0.580113
2.7,0.9,0.562555
2.7,1.,0.550478
2.7,1.1,0.551617
2.7,1.2,0.548963
2.7,1.3,0.547928
2.7,1.4,0.547912
2.7,1.5,0.544913
2.7,1.6,0.53869
2.7,1.7,0.521132
2.7,1.8,0.486483
2.7,1.9,0.488073
2.7,2.,0.47678
2.7,2.1,0.46996
2.7,2.2,0.460715
2.7,2.3,0.43622
2.7,2.4,0.429227
2.7,2.5,0.430467
2.7,2.6,0.435083
2.7,2.7,0.429866
2.7,2.8,0.430095
2.7,2.9,0.436069
2.7,3.,0.440892
2.8,0.,1.
2.8,0.1,0.771568
2.8,0.2,0.692197
2.8,0.3,0.663751
2.8,0.4,0.648979
2.8,0.5,0.629105
2.8,0.6,0.614355
2.8,0.7,0.599714
2.8,0.8,0.587794
2.8,0.9,0.57558
2.8,1.,0.559076
2.8,1.1,0.555877
2.8,1.2,0.550309
2.8,1.3,0.547493
2.8,1.4,0.546756
2.8,1.5,0.543137
2.8,1.6,0.537439
2.8,1.7,0.532581
2.8,1.8,0.501435
2.8,1.9,0.487988
2.8,2.,0.484961
2.8,2.1,0.473845
2.8,2.2,0.470115
2.8,2.3,0.462303
2.8,2.4,0.438971
2.8,2.5,0.429953
2.8,2.6,0.430992
2.8,2.7,0.433908
2.8,2.8,0.427993
2.8,2.9,0.43054
2.8,3.,0.436122
2.9,0.,1.
2.9,0.1,0.777254
2.9,0.2,0.700537
2.9,0.3,0.669141
2.9,0.4,0.6567
2.9,0.5,0.639361
2.9,0.6,0.625636
2.9,0.7,0.608423
2.9,0.8,0.594062
2.9,0.9,0.586582
2.9,1.,0.571941
2.9,1.1,0.560736
2.9,1.2,0.558595
2.9,1.3,0.552608
2.9,1.4,0.547481
2.9,1.5,0.543924
2.9,1.6,0.538871
2.9,1.7,0.532515
2.9,1.8,0.528647
2.9,1.9,0.484252
2.9,2.,0.484927
2.9,2.1,0.485122
2.9,2.2,0.472892
2.9,2.3,0.470281
2.9,2.4,0.462262
2.9,2.5,0.440944
2.9,2.6,0.430922
2.9,2.7,0.432266
2.9,2.8,0.434165
2.9,2.9,0.428972
2.9,3.,0.43124
3.,0.,1.
3.,0.1,0.782387
3.,0.2,0.708815
3.,0.3,0.673823
3.,0.4,0.663025
3.,0.5,0.648461
3.,0.6,0.635116
3.,0.7,0.616674
3.,0.8,0.603063
3.,0.9,0.594911
3.,1.,0.583494
3.,1.1,0.567904
3.,1.2,0.564434
3.,1.3,0.558078
3.,1.4,0.552835
3.,1.5,0.547679
3.,1.6,0.542284
3.,1.7,0.53588
3.,1.8,0.529498
3.,1.9,0.525911
3.,2.,0.487469
3.,2.1,0.489085
3.,2.2,0.485753
3.,2.3,0.472869
3.,2.4,0.468811
3.,2.5,0.461458
3.,2.6,0.44318
3.,2.7,0.432892
3.,2.8,0.433483
3.,2.9,0.436482
3.,3.,0.430487
