"\varepsilon","J_{xy}","promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi"
0.,0.,0.8324930841941948
0.1,0.,0.832493084194195
0.2,0.,0.832493084194195
0.30000000000000004,0.,0.8324930841941948
0.4,0.,0.8324930841941948
0.5,0.,0.8324930841941948
0.6000000000000001,0.,0.832493084194195
0.7000000000000001,0.,0.832493084194195
0.8,0.,0.8324930841941948
0.9,0.,0.8324930841941948
1.,0.,0.8324930841941948
1.1,0.,0.8324930841941948
1.2000000000000002,0.,0.8324930841941948
1.3,0.,0.832493084194195
1.4000000000000001,0.,0.832493084194195
1.5,0.,0.832493084194195
1.6,0.,0.832493084194195
1.7000000000000002,0.,0.8324930841941948
1.8,0.,0.832493084194195
1.9000000000000001,0.,0.832493084194195
2.,0.,0.8324930841941948
0.,0.1,0.6114984644390057
0.1,0.1,0.673595751817447
0.2,0.1,0.7364365536522324
0.30000000000000004,0.1,0.758877631785877
0.4,0.1,0.7586882963227112
0.5,0.1,0.7384267653959458
0.6000000000000001,0.1,0.7591432017586529
0.7000000000000001,0.1,0.7639442543320822
0.8,0.1,0.7492687107935837
0.9,0.1,0.7120138695044365
1.,0.1,0.6808273048908902
1.1,0.1,0.7564600853619227
1.2000000000000002,0.1,0.7925152946726415
1.3,0.1,0.8015883677369109
1.4000000000000001,0.1,0.8041603078545484
1.5,0.1,0.8049122247750397
1.6,0.1,0.8050653769999757
1.7000000000000002,0.1,0.8050238412803726
1.8,0.1,0.8049038473512629
1.9000000000000001,0.1,0.8047698655236956
2.,0.1,0.8046340554468404
0.,0.2,0.5382397515066952
0.1,0.2,0.553461560833663
0.2,0.2,0.5872540465259533
0.30000000000000004,0.2,0.5898308735737208
0.4,0.2,0.5328086692998878
0.5,0.2,0.5106545638542095
0.6000000000000001,0.2,0.5403516319419158
0.7000000000000001,0.2,0.5783789767676842
0.8,0.2,0.5960215625753329
0.9,0.2,0.5935795100118508
1.,0.2,0.5956619826698774
1.1,0.2,0.6264696847510396
1.2000000000000002,0.2,0.6516091405287058
1.3,0.2,0.6634788958093267
1.4000000000000001,0.2,0.6681618564467082
1.5,0.2,0.6699282276669386
1.6,0.2,0.6705802590232018
1.7000000000000002,0.2,0.6708375022606523
1.8,0.2,0.6709086711760864
1.9000000000000001,0.2,0.6709091828942879
2.,0.2,0.6708703854350683
0.,0.30000000000000004,0.4353633215443911
0.1,0.30000000000000004,0.467859364759625
0.2,0.30000000000000004,0.4789901054618787
0.30000000000000004,0.30000000000000004,0.4660211373495101
0.4,0.30000000000000004,0.427352546628702
0.5,0.30000000000000004,0.41864889006483585
0.6000000000000001,0.30000000000000004,0.4477376549391782
0.7000000000000001,0.30000000000000004,0.46775067378159535
0.8,0.30000000000000004,0.4934712246348302
0.9,0.30000000000000004,0.5250835654773733
1.,0.30000000000000004,0.5407385845651634
1.1,0.30000000000000004,0.5671586699018001
1.2000000000000002,0.30000000000000004,0.5676330608994455
1.3,0.30000000000000004,0.5720768622151049
1.4000000000000001,0.30000000000000004,0.586608091132929
1.5,0.30000000000000004,0.6002135487104152
1.6,0.30000000000000004,0.6117319669909395
1.7000000000000002,0.30000000000000004,0.6213700451834289
1.8,0.30000000000000004,0.6292071086121197
1.9000000000000001,0.30000000000000004,0.6355192355587838
2.,0.30000000000000004,0.64057025606146
0.,0.4,0.3775626340679416
0.1,0.4,0.3958961165898617
0.2,0.4,0.3997093063444606
0.30000000000000004,0.4,0.38993128075241873
0.4,0.4,0.3721609893050875
0.5,0.4,0.37517073152565533
0.6000000000000001,0.4,0.39024845360910704
0.7000000000000001,0.4,0.4086673748968206
0.8,0.4,0.4263292207935179
0.9,0.4,0.44559769688339146
1.,0.4,0.467388030536587
1.1,0.4,0.48395676908985397
1.2000000000000002,0.4,0.4983893363051978
1.3,0.4,0.5125162168191721
1.4000000000000001,0.4,0.525391905123577
1.5,0.4,0.5362302704067587
1.6,0.4,0.5480981178822273
1.7000000000000002,0.4,0.5589885452217132
1.8,0.4,0.5683733738342605
1.9000000000000001,0.4,0.5763426077622641
2.,0.4,0.583204660515494
0.,0.5,0.3409620342929507
0.1,0.5,0.3471316348978655
0.2,0.5,0.3483876121238198
0.30000000000000004,0.5,0.3442276660156704
0.4,0.5,0.3464118262979542
0.5,0.5,0.3484751491740634
0.6000000000000001,0.5,0.3564469631235637
0.7000000000000001,0.5,0.36797072739577835
0.8,0.5,0.38316804458320003
0.9,0.5,0.3997104215140351
1.,0.5,0.4150614978679556
1.1,0.5,0.4363434597060109
1.2000000000000002,0.5,0.4508843715334886
1.3,0.5,0.4604134680165927
1.4000000000000001,0.5,0.47312227392563005
1.5,0.5,0.48784542004557147
1.6,0.5,0.5006050506252749
1.7000000000000002,0.5,0.511347105820676
1.8,0.5,0.5211310386694918
1.9000000000000001,0.5,0.5300422500211258
2.,0.5,0.5380109142494934
0.,0.6000000000000001,0.32100288942098554
0.1,0.6000000000000001,0.3222950352411842
0.2,0.6000000000000001,0.3242225918848338
0.30000000000000004,0.6000000000000001,0.32520737829458185
0.4,0.6000000000000001,0.3251030621497245
0.5,0.6000000000000001,0.32914002234887496
0.6000000000000001,0.6000000000000001,0.33546148272251264
0.7000000000000001,0.6000000000000001,0.3429404361357885
0.8,0.6000000000000001,0.35164677062163696
0.9,0.6000000000000001,0.36373410461465083
1.,0.6000000000000001,0.37855386664188134
1.1,0.6000000000000001,0.3901914584401774
1.2000000000000002,0.6000000000000001,0.40354462015770814
1.3,0.6000000000000001,0.4186202611434671
1.4000000000000001,0.6000000000000001,0.4338073224188981
1.5,0.6000000000000001,0.44496830839719187
1.6,0.6000000000000001,0.45489078483134315
1.7000000000000002,0.6000000000000001,0.4655960912188317
1.8,0.6000000000000001,0.47569670969965167
1.9000000000000001,0.6000000000000001,0.4853556177501072
2.,0.6000000000000001,0.49449032167939627
0.,0.7000000000000001,0.3087949759217788
0.1,0.7000000000000001,0.30836332445734643
0.2,0.7000000000000001,0.31064826498609704
0.30000000000000004,0.7000000000000001,0.31148920967443283
0.4,0.7000000000000001,0.3133055338937941
0.5,0.7000000000000001,0.31769585241105486
0.6000000000000001,0.7000000000000001,0.32223720268375544
0.7000000000000001,0.7000000000000001,0.3284612120745339
0.8,0.7000000000000001,0.334203084602995
0.9,0.7000000000000001,0.34212565404004286
1.,0.7000000000000001,0.35081115190279805
1.1,0.7000000000000001,0.3609725331462065
1.2000000000000002,0.7000000000000001,0.37134035980553554
1.3,0.7000000000000001,0.3830150571718531
1.4000000000000001,0.7000000000000001,0.39240123097759483
1.5,0.7000000000000001,0.40469701551933207
1.6,0.7000000000000001,0.41449785068504136
1.7000000000000002,0.7000000000000001,0.4253513300449
1.8,0.7000000000000001,0.43822757917190996
1.9000000000000001,0.7000000000000001,0.44835395494625635
2.,0.7000000000000001,0.4577347389208887
0.,0.8,0.3041104653419216
0.1,0.8,0.3043544559081053
0.2,0.8,0.30521783998755453
0.30000000000000004,0.8,0.3064293238978519
0.4,0.8,0.30862215179509783
0.5,0.8,0.3120401024476334
0.6000000000000001,0.8,0.315948751887618
0.7000000000000001,0.8,0.3211311458033442
0.8,0.8,0.3262022530925033
0.9,0.8,0.32895836446302207
1.,0.8,0.33543068688869915
1.1,0.8,0.34328449237941205
1.2000000000000002,0.8,0.35015997956972966
1.3,0.8,0.35937369131685903
1.4000000000000001,0.8,0.368036344299071
1.5,0.8,0.3755742851240513
1.6,0.8,0.3850543710489274
1.7000000000000002,0.8,0.3946703019187231
1.8,0.8,0.403984874214569
1.9000000000000001,0.8,0.415053349081715
2.,0.8,0.42482785184596517
0.,0.9,0.30675630296416545
0.1,0.9,0.3065784469418328
0.2,0.9,0.30723892100167133
0.30000000000000004,0.9,0.30707937578311817
0.4,0.9,0.3079482303084114
0.5,0.9,0.3097178858409401
0.6000000000000001,0.9,0.3126857740649029
0.7000000000000001,0.9,0.3159043723853357
0.8,0.9,0.3194974116753247
0.9,0.9,0.3233242263820146
1.,0.9,0.3263000972699923
1.1,0.9,0.33269442660560833
1.2000000000000002,0.9,0.33728689136151446
1.3,0.9,0.3427289102232203
1.4000000000000001,0.9,0.35036442145005786
1.5,0.9,0.3574236089568123
1.6,0.9,0.36510156060959176
1.7000000000000002,0.9,0.37330574088943297
1.8,0.9,0.3811345496924085
1.9000000000000001,0.9,0.3900241246046094
2.,0.9,0.3989344757605157
0.,1.,0.33447705390578253
0.1,1.,0.32770737935109623
0.2,1.,0.3182747840962608
0.30000000000000004,1.,0.3116497724479585
0.4,1.,0.30769079300081387
0.5,1.,0.3064934370738345
0.6000000000000001,1.,0.3075940287397498
0.7000000000000001,1.,0.3099749749645013
0.8,1.,0.31295143011827314
0.9,1.,0.3161576967553851
1.,1.,0.31979485183833023
1.1,1.,0.32411063251725764
1.2000000000000002,1.,0.33021040481686487
1.3,1.,0.3335819936296809
1.4000000000000001,1.,0.33614298811654325
1.5,1.,0.34065636424552304
1.6,1.,0.34635193178709406
1.7000000000000002,1.,0.35079810240980935
1.8,1.,0.3562782015093596
1.9000000000000001,1.,0.3629055253406482
2.,1.,0.3698980562518668
0.,1.1,0.305507914050627
0.1,1.1,0.304370796585828
0.2,1.1,0.3033581085431089
0.30000000000000004,1.1,0.30238306342152843
0.4,1.1,0.30158170453978056
0.5,1.1,0.30196401369777165
0.6000000000000001,1.1,0.30276848068880363
0.7000000000000001,1.1,0.30454114272013905
0.8,1.1,0.3063622893700341
0.9,1.1,0.30918193339981875
1.,1.1,0.3123847099616164
1.1,1.1,0.31565185355876024
1.2000000000000002,1.1,0.3186580107424254
1.3,1.1,0.32270163589763134
1.4000000000000001,1.1,0.32678841143805093
1.5,1.1,0.3291361069262686
1.6,1.1,0.33182268906808704
1.7000000000000002,1.1,0.33396719531505503
1.8,1.1,0.3375021485220091
1.9000000000000001,1.1,0.3414349270488839
2.,1.1,0.34611009867218856
0.,1.2000000000000002,0.3021673632063789
0.1,1.2000000000000002,0.30055824832292777
0.2,1.2000000000000002,0.29998500157952995
0.30000000000000004,1.2000000000000002,0.299447537767934
0.4,1.2000000000000002,0.2991825891531479
0.5,1.2000000000000002,0.29925820860894914
0.6000000000000001,1.2000000000000002,0.30004209815290206
0.7000000000000001,1.2000000000000002,0.30105039335381406
0.8,1.2000000000000002,0.3030933521554037
0.9,1.2000000000000002,0.3059254303152594
1.,1.2000000000000002,0.3080682029182473
1.1,1.2000000000000002,0.3104034926547893
1.2000000000000002,1.2000000000000002,0.3125464897123011
1.3,1.2000000000000002,0.3154740120183096
1.4000000000000001,1.2000000000000002,0.3201421328672965
