"hz","J","promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi"
0.6,0.8,0.464216
0.6,0.9,0.461813
0.6,1.,0.458924
0.6,1.1,0.458851
0.6,1.2,0.458776
0.6,1.3,0.461537
0.6,1.4,0.464407
0.6,1.5,0.462954
0.6,1.6,0.465429
0.6,1.7,0.469516
0.6,1.8,0.469964
0.6,1.9,0.472603
0.6,2.,0.47419
0.6,2.1,0.478547
0.6,2.2,0.480332
0.6,2.3,0.483006
0.6,2.4,0.487483
0.6,2.5,0.4911
0.6,2.6,0.499057
0.6,2.7,0.494404
0.6,2.8,0.499808
0.6,2.9,0.501877
0.6,3.,0.495903
0.7,0.,1.
0.7,0.1,0.578457
0.7,0.2,0.500313
0.7,0.3,0.480883
0.7,0.4,0.474848
0.7,0.5,0.476045
0.7,0.6,0.47795
0.7,0.7,0.470889
0.7,0.8,0.466741
0.7,0.9,0.462627
0.7,1.,0.45947
0.7,1.1,0.459569
0.7,1.2,0.460752
0.7,1.3,0.457717
0.7,1.4,0.461814
0.7,1.5,0.462858
0.7,1.6,0.46784
0.7,1.7,0.468635
0.7,1.8,0.472372
0.7,1.9,0.475426
0.7,2.,0.476995
0.7,2.1,0.481343
0.7,2.2,0.479522
0.7,2.3,0.486535
0.7,2.4,0.48679
0.7,2.5,0.489436
0.7,2.6,0.490272
0.7,2.7,0.495133
0.7,2.8,0.500622
0.7,2.9,0.501326
0.7,3.,0.497713
0.8,0.,1.
0.8,0.1,0.526664
0.8,0.2,0.51568
0.8,0.3,0.49455
0.8,0.4,0.48595
0.8,0.5,0.477289
0.8,0.6,0.478066
0.8,0.7,0.47793
0.8,0.8,0.46556
0.8,0.9,0.462371
0.8,1.,0.461704
0.8,1.1,0.460053
0.8,1.2,0.46106
0.8,1.3,0.462349
0.8,1.4,0.462288
0.8,1.5,0.4624
0.8,1.6,0.466125
0.8,1.7,0.466453
0.8,1.8,0.47563
0.8,1.9,0.472941
0.8,2.,0.47761
0.8,2.1,0.480759
0.8,2.2,0.481092
0.8,2.3,0.487104
0.8,2.4,0.487339
0.8,2.5,0.486994
0.8,2.6,0.492128
0.8,2.7,0.49696
0.8,2.8,0.498722
0.8,2.9,0.504799
0.8,3.,0.498102
0.9,0.,1.
0.9,0.1,0.485952
0.9,0.2,0.500108
0.9,0.3,0.490069
0.9,0.4,0.486618
0.9,0.5,0.484358
0.9,0.6,0.485782
0.9,0.7,0.476778
0.9,0.8,0.471231
0.9,0.9,0.469756
0.9,1.,0.463005
0.9,1.1,0.462279
0.9,1.2,0.460054
0.9,1.3,0.459212
0.9,1.4,0.458918
0.9,1.5,0.464419
0.9,1.6,0.463981
0.9,1.7,0.466063
0.9,1.8,0.470237
0.9,1.9,0.470582
0.9,2.,0.481738
0.9,2.1,0.480806
0.9,2.2,0.481669
0.9,2.3,0.485335
0.9,2.4,0.490993
0.9,2.5,0.487747
0.9,2.6,0.493763
0.9,2.7,0.498327
0.9,2.8,0.496481
0.9,2.9,0.502547
0.9,3.,0.49892
1.,0.,1.
1.,0.1,0.498241
1.,0.2,0.511048
1.,0.3,0.490254
1.,0.4,0.483111
1.,0.5,0.494336
1.,0.6,0.478329
1.,0.7,0.488526
1.,0.8,0.475105
1.,0.9,0.469823
1.,1.,0.469149
1.,1.1,0.462677
1.,1.2,0.46234
1.,1.3,0.460461
1.,1.4,0.460987
1.,1.5,0.464933
1.,1.6,0.46553
1.,1.7,0.468286
1.,1.8,0.469139
1.,1.9,0.469588
1.,2.,0.473504
1.,2.1,0.47671
1.,2.2,0.48644
1.,2.3,0.485065
1.,2.4,0.484609
1.,2.5,0.488648
1.,2.6,0.492839
1.,2.7,0.50284
1.,2.8,0.49412
1.,2.9,0.496969
1.,3.,0.500829
1.1,0.,1.
1.1,0.1,0.523918
1.1,0.2,0.507855
1.1,0.3,0.496907
1.1,0.4,0.491847
1.1,0.5,0.491596
1.1,0.6,0.495565
1.1,0.7,0.479728
1.1,0.8,0.478475
1.1,0.9,0.474798
1.1,1.,0.479087
1.1,1.1,0.462475
1.1,1.2,0.471369
1.1,1.3,0.461324
1.1,1.4,0.463584
1.1,1.5,0.462953
1.1,1.6,0.470225
1.1,1.7,0.468113
1.1,1.8,0.468318
1.1,1.9,0.472676
1.1,2.,0.472109
1.1,2.1,0.475612
1.1,2.2,0.477575
1.1,2.3,0.483529
1.1,2.4,0.487606
1.1,2.5,0.483614
1.1,2.6,0.492198
1.1,2.7,0.49831
1.1,2.8,0.499733
1.1,2.9,0.496774
1.1,3.,0.501048
1.2,0.,1.
1.2,0.1,0.550715
1.2,0.2,0.501517
1.2,0.3,0.510439
1.2,0.4,0.503029
1.2,0.5,0.506208
1.2,0.6,0.489839
1.2,0.7,0.481284
1.2,0.8,0.499283
1.2,0.9,0.478108
1.2,1.,0.475993
1.2,1.1,0.471762
1.2,1.2,0.468365
1.2,1.3,0.471754
1.2,1.4,0.469603
1.2,1.5,0.468769
1.2,1.6,0.466163
1.2,1.7,0.468852
1.2,1.8,0.468915
1.2,1.9,0.46909
1.2,2.,0.469635
1.2,2.1,0.4804
1.2,2.2,0.473217
1.2,2.3,0.477623
1.2,2.4,0.478802
1.2,2.5,0.480574
1.2,2.6,0.488719
1.2,2.7,0.495047
1.2,2.8,0.490576
1.2,2.9,0.49794
1.2,3.,0.505915
1.3,0.,1.
1.3,0.1,0.583077
1.3,0.2,0.509209
1.3,0.3,0.510067
1.3,0.4,0.510666
1.3,0.5,0.508323
1.3,0.6,0.498289
1.3,0.7,0.505045
1.3,0.8,0.479435
1.3,0.9,0.483123
1.3,1.,0.482555
1.3,1.1,0.4773
1.3,1.2,0.473288
1.3,1.3,0.470782
1.3,1.4,0.468434
1.3,1.5,0.470844
1.3,1.6,0.468924
1.3,1.7,0.470362
1.3,1.8,0.474195
1.3,1.9,0.470712
1.3,2.,0.476592
1.3,2.1,0.473667
1.3,2.2,0.481077
1.3,2.3,0.483836
1.3,2.4,0.475283
1.3,2.5,0.477099
1.3,2.6,0.486101
1.3,2.7,0.489318
1.3,2.8,0.490501
1.3,2.9,0.491394
1.3,3.,0.495874
1.4,0.,1.
1.4,0.1,0.619939
1.4,0.2,0.535507
1.4,0.3,0.51339
1.4,0.4,0.512961
1.4,0.5,0.496948
1.4,0.6,0.529466
1.4,0.7,0.497059
1.4,0.8,0.50144
1.4,0.9,0.486373
1.4,1.,0.480717
1.4,1.1,0.479042
1.4,1.2,0.476984
1.4,1.3,0.478237
1.4,1.4,0.484629
1.4,1.5,0.472686
1.4,1.6,0.469532
1.4,1.7,0.475028
1.4,1.8,0.476526
1.4,1.9,0.475121
1.4,2.,0.474984
1.4,2.1,0.478677
1.4,2.2,0.478421
1.4,2.3,0.478763
1.4,2.4,0.478604
1.4,2.5,0.47572
1.4,2.6,0.481148
1.4,2.7,0.484311
1.4,2.8,0.484136
1.4,2.9,0.485605
1.4,3.,0.491551
1.5,0.,1.
1.5,0.1,0.656581
1.5,0.2,0.565778
1.5,0.3,0.526609
1.5,0.4,0.520809
1.5,0.5,0.514724
1.5,0.6,0.49984
1.5,0.7,0.515484
1.5,0.8,0.497753
1.5,0.9,0.501592
1.5,1.,0.491166
1.5,1.1,0.486402
1.5,1.2,0.479471
1.5,1.3,0.476463
1.5,1.4,0.470716
1.5,1.5,0.487516
1.5,1.6,0.477187
1.5,1.7,0.480656
1.5,1.8,0.477257
1.5,1.9,0.475046
1.5,2.,0.477748
1.5,2.1,0.483155
1.5,2.2,0.478548
1.5,2.3,0.479921
1.5,2.4,0.489291
1.5,2.5,0.479466
1.5,2.6,0.481693
1.5,2.7,0.48767
1.5,2.8,0.484604
1.5,2.9,0.484447
1.5,3.,0.485186
1.6,0.,1.
1.6,0.1,0.68924
1.6,0.2,0.599998
1.6,0.3,0.552743
1.6,0.4,0.531302
1.6,0.5,0.526398
1.6,0.6,0.503061
1.6,0.7,0.495519
1.6,0.8,0.505386
1.6,0.9,0.495737
1.6,1.,0.500837
1.6,1.1,0.494278
1.6,1.2,0.494845
1.6,1.3,0.487352
1.6,1.4,0.48533
1.6,1.5,0.481915
1.6,1.6,0.493292
1.6,1.7,0.470325
1.6,1.8,0.480392
1.6,1.9,0.480358
1.6,2.,0.483626
1.6,2.1,0.485406
1.6,2.2,0.483745
1.6,2.3,0.485298
1.6,2.4,0.489256
1.6,2.5,0.483564
1.6,2.6,0.483685
1.6,2.7,0.487249
1.6,2.8,0.489886
1.6,2.9,0.493661
1.6,3.,0.491291
1.7,0.,1.
1.7,0.1,0.717431
1.7,0.2,0.634118
1.7,0.3,0.586575
1.7,0.4,0.555291
1.7,0.5,0.534819
1.7,0.6,0.51774
1.7,0.7,0.49775
1.7,0.8,0.49356
1.7,0.9,0.496745
1.7,1.,0.487539
1.7,1.1,0.493286
1.7,1.2,0.490028
1.7,1.3,0.492586
1.7,1.4,0.498482
1.7,1.5,0.488077
1.7,1.6,0.494826
1.7,1.7,0.502304
1.7,1.8,0.478037
1.7,1.9,0.482653
1.7,2.,0.484364
1.7,2.1,0.48545
1.7,2.2,0.487529
1.7,2.3,0.488063
1.7,2.4,0.487369
1.7,2.5,0.489214
1.7,2.6,0.497168
1.7,2.7,0.515655
1.7,2.8,0.502987
1.7,2.9,0.495252
1.7,3.,0.481346
1.8,0.,1.
1.8,0.1,0.741684
1.8,0.2,0.664561
1.8,0.3,0.621701
1.8,0.4,0.581562
1.8,0.5,0.540752
1.8,0.6,0.519044
1.8,0.7,0.513611
1.8,0.8,0.500349
1.8,0.9,0.493164
1.8,1.,0.493604
1.8,1.1,0.48346
1.8,1.2,0.486757
1.8,1.3,0.484818
1.8,1.4,0.48668
1.8,1.5,0.496338
1.8,1.6,0.491088
1.8,1.7,0.493952
1.8,1.8,0.511539
1.8,1.9,0.488431
1.8,2.,0.490862
1.8,2.1,0.490926
1.8,2.2,0.487401
1.8,2.3,0.480849
1.8,2.4,0.48409
1.8,2.5,0.500616
1.8,2.6,0.514197
1.8,2.7,0.513844
1.8,2.8,0.502672
1.8,2.9,0.504196
1.8,3.,0.508098
1.9,0.,1.
1.9,0.1,0.761996
1.9,0.2,0.691913
1.9,0.3,0.650662
1.9,0.4,0.609633
1.9,0.5,0.558641
1.9,0.6,0.527649
1.9,0.7,0.523724
1.9,0.8,0.516661
1.9,0.9,0.503722
1.9,1.,0.494856
1.9,1.1,0.495006
1.9,1.2,0.484569
1.9,1.3,0.483777
1.9,1.4,0.483194
1.9,1.5,0.480778
1.9,1.6,0.484054
1.9,1.7,0.486255
1.9,1.8,0.485349
1.9,1.9,0.511764
1.9,2.,0.49284
1.9,2.1,0.490048
1.9,2.2,0.492856
1.9,2.3,0.490021
1.9,2.4,0.490264
1.9,2.5,0.502347
1.9,2.6,0.512093
1.9,2.7,0.510137
1.9,2.8,0.499863
1.9,2.9,0.496273
1.9,3.,0.49096
2.,0.,1.
2.,0.1,0.778141
2.,0.2,0.716622
2.,0.3,0.674867
2.,0.4,0.636386
2.,0.5,0.578781
2.,0.6,0.539938
2.,0.7,0.529875
2.,0.8,0.529307
2.,0.9,0.521019
2.,1.,0.50838
2.,1.1,0.499115
2.,1.2,0.496693
2.,1.3,0.488037
2.,1.4,0.484934
2.,1.5,0.48429
2.,1.6,0.480205
2.,1.7,0.481044
2.,1.8,0.483022
2.,1.9,0.47815
2.,2.,0.504921
2.,2.1,0.490522
2.,2.2,0.485294
2.,2.3,0.488673
2.,2.4,0.494232
2.,2.5,0.506374
2.,2.6,0.522588
2.,2.7,0.51443
2.,2.8,0.500296
2.,2.9,0.496605
2.,3.,0.498071
2.1,0.,1.
2.1,0.1,0.790231
2.1,0.2,0.737426
2.1,0.3,0.69526
2.1,0.4,0.661097
2.1,0.5,0.600392
2.1,0.6,0.55891
2.1,0.7,0.542853
2.1,0.8,0.531975
2.1,0.9,0.532982
2.1,1.,0.525837
2.1,1.1,0.513111
2.1,1.2,0.502489
2.1,1.3,0.501244
2.1,1.4,0.494059
2.1,1.5,0.488765
2.1,1.6,0.489811
2.1,1.7,0.484764
2.1,1.8,0.481872
2.1,1.9,0.482165
2.1,2.,0.477699
2.1,2.1,0.502708
2.1,2.2,0.488671
2.1,2.3,0.481837
2.1,2.4,0.48587
2.1,2.5,0.495173
2.1,2.6,0.513075
2.1,2.7,0.521995
2.1,2.8,0.515161
2.1,2.9,0.510315
2.1,3.,0.504987
2.2,0.,1.
2.2,0.1,0.798825
2.2,0.2,0.754208
2.2,0.3,0.710792
2.2,0.4,0.679961
2.2,0.5,0.622814
2.2,0.6,0.579611
2.2,0.7,0.563101
2.2,0.8,0.543943
2.2,0.9,0.536686
2.2,1.,0.536853
2.2,1.1,0.530729
2.2,1.2,0.51816
2.2,1.3,0.508075
2.2,1.4,0.507463
2.2,1.5,0.500619
2.2,1.6,0.493728
2.2,1.7,0.493798
2.2,1.8,0.488753
2.2,1.9,0.4851
2.2,2.,0.485175
2.2,2.1,0.48048
2.2,2.2,0.507442
2.2,2.3,0.49277
2.2,2.4,0.482445
2.2,2.5,0.484918
2.2,2.6,0.496945
2.2,2.7,0.512868
2.2,2.8,0.517163
2.2,2.9,0.508839
2.2,3.,0.507373
2.3,0.,1.
2.3,0.1,0.804728
2.3,0.2,0.768169
2.3,0.3,0.724581
2.3,0.4,0.694295
2.3,0.5,0.644484
2.3,0.6,0.600356
2.3,0.7,0.584792
2.3,0.8,0.558165
2.3,0.9,0.543214
2.3,1.,0.540386
2.3,1.1,0.54127
2.3,1.2,0.535766
2.3,1.3,0.524232
2.3,1.4,0.512101
2.3,1.5,0.511996
2.3,1.6,0.508239
2.3,1.7,0.501161
2.3,1.8,0.502912
2.3,1.9,0.498857
2.3,2.,0.493419
2.3,2.1,0.491197
2.3,2.2,0.485618
2.3,2.3,0.513539
2.3,2.4,0.499109
2.3,2.5,0.488975
2.3,2.6,0.494393
2.3,2.7,0.503251
2.3,2.8,0.51504
2.3,2.9,0.509736
2.3,3.,0.493793
2.4,0.,1.
2.4,0.1,0.80875
2.4,0.2,0.7803
2.4,0.3,0.738391
2.4,0.4,0.705944
2.4,0.5,0.664923
2.4,0.6,0.618204
2.4,0.7,0.606555
2.4,0.8,0.576894
2.4,0.9,0.56002
2.4,1.,0.546105
2.4,1.1,0.54306
2.4,1.2,0.544984
2.4,1.3,0.540453
2.4,1.4,0.528908
2.4,1.5,0.518112
2.4,1.6,0.517769
2.4,1.7,0.515969
2.4,1.8,0.508647
2.4,1.9,0.504462
2.4,2.,0.512778
2.4,2.1,0.50254
2.4,2.2,0.498528
2.4,2.3,0.491724
2.4,2.4,0.519327
2.4,2.5,0.505874
2.4,2.6,0.496275
2.4,2.7,0.497372
2.4,2.8,0.506086
2.4,2.9,0.514197
2.4,3.,0.50192
2.5,0.,1.
2.5,0.1,0.811567
2.5,0.2,0.790788
2.5,0.3,0.75127
2.5,0.4,0.714316
2.5,0.5,0.680672
2.5,0.6,0.635709
2.5,0.7,0.625934
2.5,0.8,0.597607
2.5,0.9,0.580186
2.5,1.,0.561566
2.5,1.1,0.54879
2.5,1.2,0.545493
2.5,1.3,0.547015
2.5,1.4,0.545269
2.5,1.5,0.534712
2.5,1.6,0.524206
2.5,1.7,0.522344
2.5,1.8,0.524075
2.5,1.9,0.518152
2.5,2.,0.511746
2.5,2.1,0.524703
2.5,2.2,0.51067
2.5,2.3,0.505816
2.5,2.4,0.498973
2.5,2.5,0.523519
2.5,2.6,0.513345
2.5,2.7,0.507373
2.5,2.8,0.511784
2.5,2.9,0.515378
2.5,3.,0.51919
2.6,0.,1.
2.6,0.1,0.813674
2.6,0.2,0.799415
2.6,0.3,0.762573
2.6,0.4,0.722287
2.6,0.5,0.692022
2.6,0.6,0.653273
2.6,0.7,0.639749
2.6,0.8,0.61927
2.6,0.9,0.599794
2.6,1.,0.577007
2.6,1.1,0.560276
2.6,1.2,0.550221
2.6,1.3,0.547227
2.6,1.4,0.549813
2.6,1.5,0.549089
2.6,1.6,0.540387
2.6,1.7,0.530797
2.6,1.8,0.527825
2.6,1.9,0.530537
2.6,2.,0.525359
2.6,2.1,0.52013
2.6,2.2,0.529585
2.6,2.3,0.518407
2.6,2.4,0.513534
2.6,2.5,0.507166
2.6,2.6,0.527818
2.6,2.7,0.519656
2.6,2.8,0.512282
2.6,2.9,0.515859
2.6,3.,0.525826
2.7,0.,1.
2.7,0.1,0.815393
2.7,0.2,0.806058
2.7,0.3,0.772645
2.7,0.4,0.731756
2.7,0.5,0.6999
2.7,0.6,0.669173
2.7,0.7,0.651196
2.7,0.8,0.640887
2.7,0.9,0.615925
2.7,1.,0.594327
2.7,1.1,0.575909
2.7,1.2,0.559873
2.7,1.3,0.55029
2.7,1.4,0.547701
2.7,1.5,0.552452
2.7,1.6,0.55311
2.7,1.7,0.546465
2.7,1.8,0.536949
2.7,1.9,0.532283
2.7,2.,0.538161
2.7,2.1,0.533178
2.7,2.2,0.526583
2.7,2.3,0.531302
2.7,2.4,0.523078
2.7,2.5,0.52084
2.7,2.6,0.516291
2.7,2.7,0.534413
2.7,2.8,0.526904
2.7,2.9,0.521725
2.7,3.,0.526527
2.8,0.,1.
2.8,0.1,0.81692
2.8,0.2,0.810876
2.8,0.3,0.781843
2.8,0.4,0.74181
2.8,0.5,0.705777
2.8,0.6,0.680529
2.8,0.7,0.66121
2.8,0.8,0.658342
2.8,0.9,0.630078
2.8,1.,0.615075
2.8,1.1,0.596571
2.8,1.2,0.576741
2.8,1.3,0.560162
2.8,1.4,0.550037
2.8,1.5,0.549618
2.8,1.6,0.55491
2.8,1.7,0.557689
2.8,1.8,0.552567
2.8,1.9,0.543289
2.8,2.,0.53928
2.8,2.1,0.540764
2.8,2.2,0.540332
2.8,2.3,0.532375
2.8,2.4,0.534151
2.8,2.5,0.528016
2.8,2.6,0.526956
2.8,2.7,0.525414
2.8,2.8,0.542279
2.8,2.9,0.535127
2.8,3.,0.531125
2.9,0.,1.
2.9,0.1,0.818355
2.9,0.2,0.814246
2.9,0.3,0.790072
2.9,0.4,0.751433
2.9,0.5,0.712375
2.9,0.6,0.688606
2.9,0.7,0.672085
2.9,0.8,0.669711
2.9,0.9,0.646294
2.9,1.,0.635264
2.9,1.1,0.613487
2.9,1.2,0.594422
2.9,1.3,0.576552
2.9,1.4,0.56029
2.9,1.5,0.551666
2.9,1.6,0.550129
2.9,1.7,0.556449
2.9,1.8,0.562165
2.9,1.9,0.557726
2.9,2.,0.548995
2.9,2.1,0.542015
2.9,2.2,0.546635
2.9,2.3,0.547634
2.9,2.4,0.538101
2.9,2.5,0.537977
2.9,2.6,0.532707
2.9,2.7,0.531824
2.9,2.8,0.533447
2.9,2.9,0.550132
2.9,3.,0.543437
3.,0.,1.
3.,0.1,0.819746
3.,0.2,0.816611
3.,0.3,0.797045
3.,0.4,0.760542
3.,0.5,0.720286
3.,0.6,0.693943
3.,0.7,0.680976
3.,0.8,0.676336
3.,0.9,0.663629
3.,1.,0.648326
3.,1.1,0.627181
3.,1.2,0.609847
3.,1.3,0.591613
3.,1.4,0.575615
3.,1.5,0.560838
3.,1.6,0.551308
3.,1.7,0.551417
3.,1.8,0.558449
3.,1.9,0.565753
3.,2.,0.563236
3.,2.1,0.555081
3.,2.2,0.548476
3.,2.3,0.550535
3.,2.4,0.551837
3.,2.5,0.543767
3.,2.6,0.542362
3.,2.7,0.537449
3.,2.8,0.534526
3.,2.9,0.540954
3.,3.,0.556899
