hz,J,promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi
0.05,1.,0.326248
0.2,1.,0.281122
0.35,1.,0.278729
0.5,1.,0.279393
0.65,1.,0.282655
0.8,1.,0.289683
0.95,1.,0.301638
1.1,1.,0.317278
1.25,1.,0.332881
1.4,1.,0.35915
1.55,1.,0.385301
1.7,1.,0.418337
1.85,1.,0.461764
2.,1.,0.496314
2.15,1.,0.523064
2.3,1.,0.539216
2.45,1.,0.551751
2.6,1.,0.562416
