0.01,1.,0.449916
0.51,1.,0.325531
1.01,1.,0.354695
1.51,1.,0.410355
2.01,1.,0.512044
2.51,1.,0.58199
3.01,1.,0.613704
hz,J,promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi
