hz,promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi
2.48718,0.323925
2.61282,0.534851
2.73846,0.463005
2.8641,0.388955
2.98974,0.541972
3.11538,0.537513
3.24103,0.669614
3.36667,0.511891
3.49231,0.572285
3.61795,0.639024
3.74359,0.554783
3.86923,0.580879
3.99487,0.528285
4.12051,0.423214
4.24615,0.620479
4.37179,0.584829
4.49744,0.78335
4.62308,0.512623
4.74872,0.553079
4.87436,0.607377
5.,0.768463
0.1,0.320318
0.225641,0.312136
0.351282,0.305709
0.476923,0.30792
0.602564,0.311767
0.728205,0.316452
0.853846,0.315724
0.979487,0.347274
1.10513,0.356978
1.23077,0.311711
1.35641,0.351618
1.48205,0.488837
1.60769,0.416656
1.73333,0.350452
1.85897,0.432925
1.98462,0.39062
2.11026,0.497476
2.2359,0.438929
2.36154,0.533958
2.48718,0.398231
2.61282,0.422027
2.73846,0.652011
2.8641,0.414259
2.98974,0.379406
3.11538,0.595349
3.24103,0.510037
3.36667,0.535068
3.49231,0.61571
3.61795,0.487238
3.74359,0.378488
3.86923,0.551664
3.99487,0.46507
4.12051,0.525782
4.24615,0.458304
4.37179,0.600545
4.49744,0.581198
4.62308,0.466224
4.74872,0.580953
4.87436,0.617265
5.,0.648656
0.1,0.316938
0.225641,0.307756
0.351282,0.310601
0.476923,0.304395
0.602564,0.308035
0.728205,0.327477
0.853846,0.344708
0.979487,0.326543
1.10513,0.312117
1.23077,0.34293
1.35641,0.347699
1.48205,0.342898
1.60769,0.325437
1.73333,0.367764
1.85897,0.393724
1.98462,0.493226
2.11026,0.511899
2.2359,0.356022
2.36154,0.498478
2.48718,0.424367
2.61282,0.497993
2.73846,0.375747
2.8641,0.4877
2.98974,0.582527
3.11538,0.471386
3.24103,0.687835
3.36667,0.614647
3.49231,0.681321
3.61795,0.500846
3.74359,0.433014
3.86923,0.658186
3.99487,0.40601
4.12051,0.504083
4.24615,0.556727
4.37179,0.424162
4.49744,0.625237
4.62308,0.579078
4.74872,0.690818
4.87436,0.62188
5.,0.434064
0.1,0.331571
0.225641,0.307302
0.351282,0.306713
0.476923,0.310002
0.602564,0.308879
0.728205,0.33168
0.853846,0.316651
0.979487,0.312155
1.10513,0.333735
1.23077,0.347961
1.35641,0.400009
1.48205,0.418962
1.60769,0.366289
1.73333,0.390928
1.85897,0.515651
1.98462,0.466745
2.11026,0.358473
2.2359,0.544102
2.36154,0.513454
2.48718,0.573994
2.61282,0.425704
2.73846,0.614845
2.8641,0.617508
2.98974,0.523597
3.11538,0.516685
3.24103,0.46314
3.36667,0.482618
3.49231,0.378162
3.61795,0.543887
3.74359,0.543406
3.86923,0.592534
3.99487,0.484833
4.12051,0.681784
4.24615,0.528303
4.37179,0.694227
4.49744,0.515804
4.62308,0.610516
4.74872,0.635803
4.87436,0.571687
5.,0.528787
0.1,0.318927
0.225641,0.309784
0.351282,0.307796
0.476923,0.305717
0.602564,0.309474
0.728205,0.313762
0.853846,0.314843
0.979487,0.333284
1.10513,0.31211
1.23077,0.351002
1.35641,0.376118
1.48205,0.381605
1.60769,0.496445
1.73333,0.325852
1.85897,0.374636
1.98462,0.410284
2.11026,0.381932
2.2359,0.395722
2.36154,0.482175
2.48718,0.612262
2.61282,0.436005
2.73846,0.638667
2.8641,0.396708
2.98974,0.589672
3.11538,0.44274
3.24103,0.46135
3.36667,0.460346
3.49231,0.644628
3.61795,0.429239
3.74359,0.650644
3.86923,0.558172
3.99487,0.417739
4.12051,0.646182
4.24615,0.618437
4.37179,0.440092
4.49744,0.590907
4.62308,0.600617
4.74872,0.690581
4.87436,0.585366
5.,0.57258
0.1,0.322662
0.225641,0.310856
0.351282,0.305908
0.476923,0.310997
0.602564,0.322449
0.728205,0.323701
0.853846,0.332905
0.979487,0.326503
1.10513,0.353083
1.23077,0.348716
1.35641,0.350363
1.48205,0.418037
1.60769,0.448724
1.73333,0.319271
1.85897,0.431195
1.98462,0.373316
2.11026,0.404778
2.2359,0.353918
2.36154,0.532353
2.48718,0.514748
2.61282,0.384051
2.73846,0.643005
2.8641,0.437642
2.98974,0.38755
3.11538,0.50641
3.24103,0.549723
3.36667,0.389006
3.49231,0.457168
3.61795,0.515583
3.74359,0.600199
3.86923,0.581942
3.99487,0.51521
4.12051,0.757279
4.24615,0.45893
4.37179,0.628633
4.49744,0.574073
4.62308,0.420249
4.74872,0.614425
4.87436,0.532309
5.,0.619765
0.1,0.326504
0.225641,0.31994
0.351282,0.310592
0.476923,0.309341
0.602564,0.323265
0.728205,0.330966
0.853846,0.321757
0.979487,0.343814
1.10513,0.343728
1.23077,0.318074
1.35641,0.359469
1.48205,0.344045
1.60769,0.314664
1.73333,0.38641
1.85897,0.448366
1.98462,0.50322
2.11026,0.477558
2.2359,0.528586
2.36154,0.388228
2.48718,0.511748
2.61282,0.60159
2.73846,0.531818
2.8641,0.605665
2.98974,0.540589
3.11538,0.529037
3.24103,0.660973
3.36667,0.435835
3.49231,0.619546
3.61795,0.648766
3.74359,0.399388
3.86923,0.749539
3.99487,0.337072
4.12051,0.421619
4.24615,0.623776
4.37179,0.597375
4.49744,0.557607
4.62308,0.589155
4.74872,0.524285
4.87436,0.718449
5.,0.657841
0.1,0.325444
0.225641,0.308374
0.351282,0.306517
0.476923,0.305389
0.602564,0.322693
0.728205,0.314179
0.853846,0.341023
0.979487,0.324294
1.10513,0.304479
1.23077,0.382856
1.35641,0.337393
1.48205,0.411505
1.60769,0.371029
1.73333,0.404355
1.85897,0.497004
1.98462,0.34269
2.11026,0.552252
2.2359,0.367506
2.36154,0.323874
2.48718,0.575875
2.61282,0.674519
2.73846,0.559627
2.8641,0.473887
2.98974,0.616691
3.11538,0.465207
3.24103,0.58039
3.36667,0.663625
3.49231,0.646402
3.61795,0.533012
3.74359,0.605223
3.86923,0.632254
3.99487,0.559899
4.12051,0.629026
4.24615,0.390794
4.37179,0.526842
4.49744,0.703346
4.62308,0.636546
4.74872,0.704163
4.87436,0.606592
5.,0.655366
0.1,0.330614
0.225641,0.314497
0.351282,0.305705
0.476923,0.314123
0.602564,0.311232
0.728205,0.314438
0.853846,0.329214
0.979487,0.354817
1.10513,0.390756
1.23077,0.351057
1.35641,0.344904
1.48205,0.319366
1.60769,0.430264
1.73333,0.357577
1.85897,0.3792
1.98462,0.401119
2.11026,0.604387
2.2359,0.329765
2.36154,0.560015
2.48718,0.429166
2.61282,0.493445
2.73846,0.597663
2.8641,0.46388
2.98974,0.534053
3.11538,0.391969
3.24103,0.544765
3.36667,0.359216
3.49231,0.511123
3.61795,0.461099
3.74359,0.625831
3.86923,0.449202
3.99487,0.589887
4.12051,0.460854
4.24615,0.60816
4.37179,0.552914
4.49744,0.615788
4.62308,0.389403
4.74872,0.703016
4.87436,0.615748
5.,0.611307
0.1,0.316529
0.225641,0.309504
0.351282,0.309047
0.476923,0.305129
0.602564,0.307548
0.728205,0.308618
0.853846,0.310613
0.979487,0.311147
1.10513,0.329369
1.23077,0.397227
1.35641,0.320906
1.48205,0.353959
1.60769,0.38397
1.73333,0.328469
1.85897,0.408928
1.98462,0.465626
2.11026,0.467956
2.2359,0.470672
2.36154,0.418783
2.48718,0.404837
2.61282,0.454037
2.73846,0.424097
2.8641,0.667284
2.98974,0.406891
3.11538,0.557681
3.24103,0.457676
3.36667,0.423091
3.49231,0.618983
3.61795,0.413664
3.74359,0.399879
3.86923,0.435726
3.99487,0.478633
4.12051,0.531331
4.24615,0.618162
4.37179,0.630815
4.49744,0.632994
4.62308,0.523384
4.74872,0.396392
4.87436,0.592739
5.,0.60342
0.1,0.320873
0.225641,0.315187
0.351282,0.306718
0.476923,0.308528
0.602564,0.308146
0.728205,0.314067
0.853846,0.319581
0.979487,0.311671
1.10513,0.317152
1.23077,0.329736
1.35641,0.367
1.48205,0.36795
1.60769,0.337348
1.73333,0.471926
1.85897,0.471468
1.98462,0.317662
2.11026,0.427104
2.2359,0.538393
2.36154,0.349256
2.48718,0.508255
2.61282,0.348922
2.73846,0.62546
2.8641,0.540679
2.98974,0.457951
3.11538,0.68741
3.24103,0.462426
3.36667,0.517123
3.49231,0.489435
3.61795,0.601628
3.74359,0.464435
3.86923,0.636313
3.99487,0.369593
4.12051,0.636124
4.24615,0.490926
4.37179,0.599244
4.49744,0.643158
4.62308,0.353138
4.74872,0.695287
4.87436,0.689111
5.,0.580372
0.1,0.330012
0.225641,0.309376
0.351282,0.308181
0.476923,0.311875
0.602564,0.313574
0.728205,0.316771
0.853846,0.337855
0.979487,0.307828
1.10513,0.384181
1.23077,0.42934
1.35641,0.381585
1.48205,0.414978
1.60769,0.400142
1.73333,0.379595
1.85897,0.482292
1.98462,0.369689
2.11026,0.532267
2.2359,0.500971
2.36154,0.439892
2.48718,0.429159
2.61282,0.325938
2.73846,0.63702
2.8641,0.475003
2.98974,0.400577
3.11538,0.438756
3.24103,0.611256
3.36667,0.531454
3.49231,0.453332
3.61795,0.410779
3.74359,0.533165
3.86923,0.491499
3.99487,0.660522
4.12051,0.659824
4.24615,0.549634
4.37179,0.456182
4.49744,0.461378
4.62308,0.568624
4.74872,0.529761
4.87436,0.405037
5.,0.620639
0.1,0.326206
0.225641,0.312222
0.351282,0.306895
0.476923,0.313419
0.602564,0.32113
0.728205,0.328104
0.853846,0.316214
0.979487,0.318305
1.10513,0.348477
1.23077,0.375224
1.35641,0.415813
1.48205,0.403906
1.60769,0.374195
1.73333,0.321231
1.85897,0.33401
1.98462,0.550461
2.11026,0.548795
2.2359,0.518582
2.36154,0.406794
2.48718,0.386007
2.61282,0.49207
2.73846,0.482662
2.8641,0.526519
2.98974,0.56121
3.11538,0.474405
3.24103,0.576905
3.36667,0.590795
3.49231,0.499361
3.61795,0.594114
3.74359,0.664701
3.86923,0.510621
3.99487,0.476374
4.12051,0.508844
4.24615,0.539758
4.37179,0.728871
4.49744,0.608627
4.62308,0.642946
4.74872,0.810877
4.87436,0.539277
5.,0.397128
0.1,0.32913
0.225641,0.311581
0.351282,0.308107
0.476923,0.311557
0.602564,0.308647
0.728205,0.313082
0.853846,0.311582
0.979487,0.338215
1.10513,0.369413
1.23077,0.339414
1.35641,0.320009
1.48205,0.413638
1.60769,0.421353
1.73333,0.406735
1.85897,0.377641
1.98462,0.483085
2.11026,0.541769
2.2359,0.477415
2.36154,0.432735
2.48718,0.402698
2.61282,0.615906
2.73846,0.361742
2.8641,0.387122
2.98974,0.345711
3.11538,0.373611
3.24103,0.444279
3.36667,0.531519
3.49231,0.526549
3.61795,0.7316
3.74359,0.564225
3.86923,0.609138
3.99487,0.640028
4.12051,0.588087
4.24615,0.649847
4.37179,0.381933
4.49744,0.758362
4.62308,0.739734
4.74872,0.669852
4.87436,0.449624
5.,0.712456
0.1,0.3253
0.225641,0.315216
0.351282,0.311136
0.476923,0.31099
0.602564,0.310809
0.728205,0.315852
0.853846,0.324817
0.979487,0.313256
1.10513,0.336755
1.23077,0.315844
1.35641,0.321231
1.48205,0.313631
1.60769,0.357823
1.73333,0.487193
1.85897,0.444031
1.98462,0.419235
2.11026,0.476754
2.2359,0.387153
2.36154,0.515345
2.48718,0.587174
2.61282,0.481555
2.73846,0.429956
2.8641,0.555039
2.98974,0.588447
3.11538,0.506113
3.24103,0.663089
3.36667,0.411328
3.49231,0.456817
3.61795,0.534031
3.74359,0.652444
3.86923,0.642759
3.99487,0.506207
4.12051,0.319471
4.24615,0.631574
4.37179,0.511532
4.49744,0.66803
4.62308,0.418809
4.74872,0.688535
4.87436,0.692567
5.,0.600298
0.1,0.329232
0.225641,0.31086
0.351282,0.309877
0.476923,0.31468
0.602564,0.313036
0.728205,0.346993
0.853846,0.317109
0.979487,0.321516
1.10513,0.33065
1.23077,0.353347
1.35641,0.395327
1.48205,0.332766
1.60769,0.488643
1.73333,0.376422
1.85897,0.442468
1.98462,0.493645
2.11026,0.570669
2.2359,0.514532
2.36154,0.429421
2.48718,0.49519
2.61282,0.381509
2.73846,0.48061
2.8641,0.412148
2.98974,0.394566
3.11538,0.580001
3.24103,0.491779
3.36667,0.60247
3.49231,0.386821
3.61795,0.375066
3.74359,0.433444
3.86923,0.627262
3.99487,0.544541
4.12051,0.406308
4.24615,0.432215
4.37179,0.533687
4.49744,0.639521
4.62308,0.676622
4.74872,0.573067
4.87436,0.468165
5.,0.666387
