hz,J,promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi
0.01,1.,0.411505
0.51,1.,0.345914
1.01,1.,0.388754
0.01,1.,0.397135
0.51,1.,0.287047
1.01,1.,0.311982
1.51,1.,0.384359
2.01,1.,0.502625
2.51,1.,0.560318
3.01,1.,0.59276
