"t","valor esperado de Haar de la pureza de Choi"
0.,1.
0.5,0.7766236225482053
1.,0.5031853588602442
1.5,0.45041248633414116
2.,0.5050273051249596
2.5,0.5322465463447611
3.,0.43844233285469797
3.5,0.3649846254266821
4.,0.34089498706796995
4.5,0.36214732650540765
5.,0.40424387855256383
5.5,0.37416480671918173
6.,0.32855579309032
6.5,0.3176022007682276
7.,0.33877600261318896
7.5,0.3577414097051148
8.,0.3348661096847919
8.5,0.3115260022937841
9.,0.311014285195977
9.5,0.32195966269303755
10.,0.3295116570185791
10.5,0.3229026372502065
11.,0.3102966571452319
11.5,0.30664433472330327
12.,0.3236472793544225
12.5,0.33864119168165124
13.,0.3261992914329849
13.5,0.3068186799348814
14.,0.3060123509301744
14.5,0.31429062054457774
15.,0.31531692910577325
15.5,0.3086655468782703
16.,0.30329071990510215
16.5,0.3060111197915682
17.,0.3090297776654193
17.5,0.3073660594026264
18.,0.3068231925772694
18.5,0.3123560297113025
19.,0.31550305288170655
19.5,0.3087139534012373
20.,0.3053299187351427
20.5,0.31094683565965936
21.,0.31649318297010315
21.5,0.31288023603061127
22.,0.30508747280933063
22.5,0.30134243691423584
23.,0.3020924352508482
23.5,0.30611562061283515
24.,0.3063681667525537
24.5,0.3026451067807597
25.,0.30004126494477124
25.5,0.2980545104686424
26.,0.2969090494762441
26.5,0.29525410119998113
27.,0.29683892614598983
27.5,0.3035242847511412
28.,0.3065820583158201
28.5,0.3008269399784472
29.,0.2934297330460023
29.5,0.2960912648205417
30.,0.30953841096183526
30.5,0.317049595268762
31.,0.3088847131555817
31.5,0.2973020599526961
32.,0.2968928973093142
32.5,0.3127663386030737
33.,0.32687795382693907
33.5,0.31667999241251804
34.,0.29899703454689663
34.5,0.29660153114283927
35.,0.31059885065817705
35.5,0.3252198514387167
36.,0.3184934095026759
36.5,0.3027157206388539
37.,0.2972876863548124
37.5,0.30463590443225186
38.,0.3157060785202776
38.5,0.31419415983899
39.,0.30359984585550587
39.5,0.2994045075547834
40.,0.3053459087597149
40.5,0.31647523652532755
41.,0.31749960019278256
41.5,0.3085292155968436
42.,0.3032529721282202
42.5,0.30461108241847684
43.,0.3086980114745498
43.5,0.3078568410787666
44.,0.30177015041011096
44.5,0.2970831309647367
45.,0.2962411925482352
45.5,0.2982572293529465
46.,0.2991073755319116
46.5,0.2984303787753575
47.,0.2965654138354317
47.5,0.2948481835764656
48.,0.2958074164747456
48.5,0.29865700150267577
49.,0.30011410041482733
49.5,0.29885542539749615
50.,0.2982249302352279
50.5,0.3008984986144903
51.,0.30380488972974834
51.5,0.304009851554359
52.,0.30221318309285483
52.5,0.3011529917575901
53.,0.300472971584848
53.5,0.2985990498396648
54.,0.2973659563573685
54.5,0.2988272630141321
55.,0.30066983071130626
55.5,0.30013438376304596
56.,0.29783144800961125
56.5,0.2966041012517242
57.,0.2986311680751593
57.5,0.30175523446376185
58.,0.3018329577866066
58.5,0.2981633780919354
59.,0.2958834566084262
59.5,0.29963908256045646
60.,0.3052145723016174
60.5,0.3036186513733923
61.,0.2985065068383187
61.5,0.2980958519517695
62.,0.30315686340171777
62.5,0.30701319660518833
63.,0.3041631937200318
63.5,0.2995281833464546
64.,0.29901071308103805
64.5,0.3032630973786626
65.,0.306662836422595
65.5,0.30361233157839396
66.,0.29814000357312953
66.5,0.29650705629622953
67.,0.299242240936427
67.5,0.3016812114010851
68.,0.29994239262268924
68.5,0.29684198390880534
69.,0.2962822751812667
69.5,0.2995738735464861
70.,0.3020616494741931
70.5,0.3011680036994172
71.,0.30086230768238453
71.5,0.3024124151388028
72.,0.30426899998285206
72.5,0.303717112405563
73.,0.3028074833290074
73.5,0.30290005638931683
74.,0.3036018976707317
74.5,0.3062979811001091
75.,0.3074620648275346
75.5,0.30540117382708926
76.,0.3037870655506435
76.5,0.30476474043779167
77.,0.30589697229877466
77.5,0.30552075756360836
78.,0.30598068089390895
78.5,0.3071592205354118
79.,0.3067463777143818
79.5,0.3029562521851956
80.,0.3000906424502625
80.5,0.3031303828725849
81.,0.3087322854913771
81.5,0.3097736365987396
82.,0.30377042339297894
82.5,0.2997469329115814
83.,0.30447684885936754
83.5,0.31458515851712404
84.,0.3148520609042793
84.5,0.3042290746959709
85.,0.2976261890438451
85.5,0.303083989418545
86.,0.3120000769635078
86.5,0.3094529428905546
87.,0.2987488801995025
87.5,0.2940201509683342
88.,0.3030412101533354
88.5,0.3163148428570586
89.,0.31289796832700467
89.5,0.2986762800208666
90.,0.2940016341143894
90.5,0.30398933351952556
91.,0.3142798456690381
91.5,0.3082297633118497
92.,0.29851954649969054
92.5,0.29905271642033937
93.,0.3072873469688504
93.5,0.3143184042042774
94.,0.3104251235448978
94.5,0.30269319059856553
95.,0.300508140029891
95.5,0.30710726080225026
96.,0.3146729714138562
96.5,0.3129017591738321
97.,0.30721452823069145
97.5,0.30756030897950787
98.,0.31354269968006593
98.5,0.31672829969780736
99.,0.3109118593671183
99.5,0.304537436298036
100.,0.30416194102035315
