4.306425162070556256e-01,4.466088794615412083e-01,4.107199097180729841e-01,4.068281109876119017e-01,4.240192527600057382e-01,4.341588474806433728e-01,4.440731652452957756e-01,4.619133213197931798e-01,4.445599218154912546e-01,4.390046106659109548e-01,4.212773507064886402e-01,4.242974121029154944e-01,4.285492695769799743e-01,4.017418610648334498e-01,4.074374216602205112e-01,4.014101105621125098e-01,3.879744324333586625e-01,3.930936047002162037e-01,4.049208682117828584e-01,3.934369641070430412e-01,3.842233289005597130e-01,3.903450926842166879e-01,3.891326362813508077e-01,3.881099816241028178e-01,3.997193237371027830e-01,3.836440882209879999e-01,3.831475755975826125e-01,3.778908795423869815e-01,3.765746260288201919e-01,3.681211115798704303e-01,3.627132732823340477e-01,3.622402566203676844e-01,3.629985897680674811e-01,3.611084431939950434e-01,3.587839756921491485e-01,3.566832462137454751e-01,3.534849136326819741e-01,3.490584380306618884e-01,3.459008737283203461e-01,3.458444531220912221e-01
3.697245205738978191e-01,4.041285685657742266e-01,4.387923021984836969e-01,4.410019941266228316e-01,4.457500606129939924e-01,4.618703246047095590e-01,4.748503280296952345e-01,4.992660129910001521e-01,4.597953388134892183e-01,4.724251481998679170e-01,4.527313179017946054e-01,4.323233882230314018e-01,4.308385312740991568e-01,4.403884114422604301e-01,4.169894133098353550e-01,4.181963999837002843e-01,4.041700553117270611e-01,4.061203588664858422e-01,4.092286341532866412e-01,4.131087633257873315e-01,4.170768445474843378e-01,4.307787287537238052e-01,4.145332755981235850e-01,4.097655624851293532e-01,4.068336434161892168e-01,4.115177288698463332e-01,4.129461705063632859e-01,4.106199555520327893e-01,4.093941235042614646e-01,4.089684614893377979e-01,4.070468537763877181e-01,4.010641771452398974e-01,3.935671803697913251e-01,3.883386488165056494e-01,3.860539036352719222e-01,3.794153313986871057e-01,3.745336529358403999e-01,3.662813116365546962e-01,3.623852027681160326e-01,3.590576935711674578e-01
4.457739359921491507e-01,4.620813944015050301e-01,4.341205855994236251e-01,4.584679533328261392e-01,4.893812224619931706e-01,4.891184137352568295e-01,4.834622946681899069e-01,4.933746874354931755e-01,4.916285970798705551e-01,4.902700363212248447e-01,4.629652735785752538e-01,4.600983637807081195e-01,4.546362114755371220e-01,4.600081430002094240e-01,4.357513799442632174e-01,4.301628700383929305e-01,3.958061690711625613e-01,4.201002528017164783e-01,4.376793341257319558e-01,4.290372637412315782e-01,4.218391871994396358e-01,4.215357857452206591e-01,4.167013211222319047e-01,4.192667974991651780e-01,4.130705296516790082e-01,4.200687621852802756e-01,4.093929173175863134e-01,4.040155680985472175e-01,3.985084366330944872e-01,3.949244576713397681e-01,3.914665121547898363e-01,3.906096025121893467e-01,3.905940841926084373e-01,3.839378038915210456e-01,3.856511147014498597e-01,3.849111427080421088e-01,3.841061938293912070e-01,3.831090507648957644e-01,3.828738952825678776e-01,3.819249303918221816e-01
3.703282622066909058e-01,4.209743921074263207e-01,4.503234427910507431e-01,4.583507216571472420e-01,5.003216017981723107e-01,4.875613642171973683e-01,4.978887141094541224e-01,5.092209444732216372e-01,4.881657895136840564e-01,5.004074858030475026e-01,4.876594362761118573e-01,4.731579926942783287e-01,4.831442620388999853e-01,4.550044538932739857e-01,4.563586632873655735e-01,4.268815291824976654e-01,4.217282501625487789e-01,4.067318810624513392e-01,4.332930366880005102e-01,4.259971335919403579e-01,4.254974013832779622e-01,4.299985986889080514e-01,4.416546017983141170e-01,4.329931767692889455e-01,4.267068399404044254e-01,4.190168358034354057e-01,4.137746148351417186e-01,4.108031184427472504e-01,4.014451283859408193e-01,3.982896475184795615e-01,3.993139623306534713e-01,3.977250217023038381e-01,4.019532164416385611e-01,4.028222920421286046e-01,4.032376501108574929e-01,4.012603205155055308e-01,3.987315745830886105e-01,3.901240247297374508e-01,3.875383607228900518e-01,3.857225190244839563e-01
4.375746461417249211e-01,4.712391349201087154e-01,4.676850344833282658e-01,4.839693324245500361e-01,5.087317232692569746e-01,4.883672118032987841e-01,5.058739174239830216e-01,5.097560381045345146e-01,5.139055816545873290e-01,5.184208850036107208e-01,4.818123846394856136e-01,4.845536760921239638e-01,4.665444845286635389e-01,4.575711716136149354e-01,4.430993824465421782e-01,4.396987467578172271e-01,4.348409200775127381e-01,4.331813472492819783e-01,4.183633557706025741e-01,4.340685963066625574e-01,4.215618549291545447e-01,4.433933590094330524e-01,4.408074753578402616e-01,4.330625732242542880e-01,4.234197241114161514e-01,4.147313338695444163e-01,4.106262863696223953e-01,4.170120270737647239e-01,4.158446422278319066e-01,4.093361868661675729e-01,4.057374645684704295e-01,4.079820154419452338e-01,4.036826367733654108e-01,3.975144507079061973e-01,3.991612210267981298e-01,3.952120079839693823e-01,3.943382179550803390e-01,3.957741200528748782e-01,3.875323312299280842e-01,3.801595000253862322e-01
4.878957999041705351e-01,5.022078025604252982e-01,5.100904898564651013e-01,5.269076640150818225e-01,5.163053943654414280e-01,5.239604692771293593e-01,5.318508461743366444e-01,4.960969281459973734e-01,5.167088052218298255e-01,4.908513667703348071e-01,5.010229024079096982e-01,4.940813031637347752e-01,4.643766012066333770e-01,4.601051366259501507e-01,4.626471333339581271e-01,4.387586523001958394e-01,4.588393701721668605e-01,4.385867931487797966e-01,4.425664514065898447e-01,4.242906243116746912e-01,4.276107447593996413e-01,4.174946754241389835e-01,4.261844808952822694e-01,4.210379114177194571e-01,4.158013084100355972e-01,4.230947198721121127e-01,4.199324753734101634e-01,4.120018338928124746e-01,4.088705839534411690e-01,4.095921673654612793e-01,4.151358281235928982e-01,4.135580781173628928e-01,4.007847086659366287e-01,3.995541184901458265e-01,3.951034747888103604e-01,3.907312219852320245e-01,3.932290814796900458e-01,4.010751472078082913e-01,4.038340909566280335e-01,4.003623089025856729e-01
4.861844846276857091e-01,5.106571044029680762e-01,5.148963235989667542e-01,5.130605572220248156e-01,5.299366917644426911e-01,5.151106010394974621e-01,5.248871565319295218e-01,5.343869463905149830e-01,5.286868141007713406e-01,5.085546771413467226e-01,5.185914414215710977e-01,5.129482845110184819e-01,4.876804133827785104e-01,4.670796341761662140e-01,4.589288221652199629e-01,4.514222720793666377e-01,4.494093483425429802e-01,4.213858459752595764e-01,4.190524991273946176e-01,4.274373248207605225e-01,4.350059871965333280e-01,4.182283161469852462e-01,4.109369012314784131e-01,4.050376358715749858e-01,4.132426372951529814e-01,4.027412790810292464e-01,4.045024646415211755e-01,3.986146129879126199e-01,4.025795574191226023e-01,4.057251574560366003e-01,4.136457473661266371e-01,4.160897069207832866e-01,4.114607535131629135e-01,4.072167470095319763e-01,4.010867156651134469e-01,3.998198140029770586e-01,3.999236814343809510e-01,3.985291245103230739e-01,3.983167530431400705e-01,3.975742690808567459e-01
5.064793715648187034e-01,5.262054435631502436e-01,5.189320683487929076e-01,5.272865666718030697e-01,5.260030778611191060e-01,5.125998666840015927e-01,5.265931671974324324e-01,5.332773652914176710e-01,5.202125237246847389e-01,5.248833150977046946e-01,5.205089068518792272e-01,5.173050563311373251e-01,4.900649682715064182e-01,4.651827491011140681e-01,4.738391613976676853e-01,4.643584259469127895e-01,4.523310700262829220e-01,4.504009983273204454e-01,4.364538197903880534e-01,4.211251229436422938e-01,4.240613673413375362e-01,4.192053921320823551e-01,4.177443049115055484e-01,4.269133209578656052e-01,4.242489874359616775e-01,4.021056764483733614e-01,4.108806273898394923e-01,4.229433000802207410e-01,4.149426621351873234e-01,4.152018345972300906e-01,4.053974165528861917e-01,3.978839560440831646e-01,3.995151363491475371e-01,3.964455101817909721e-01,3.948564687285977537e-01,4.018906888503654962e-01,4.014039497771790810e-01,3.945939181859155487e-01,3.895076255688302846e-01,3.796013102419291130e-01
5.106632397234064369e-01,5.298285408521320461e-01,5.348532175360499741e-01,5.332693456865993387e-01,5.300709334810829176e-01,5.418227530537645942e-01,5.166771390996358626e-01,5.324919089728409327e-01,5.067274522702243100e-01,5.212828054217751861e-01,5.213886442068784710e-01,5.188229884026499539e-01,4.954872513022774427e-01,4.998349193137591739e-01,4.742521859795655881e-01,4.807713796043339149e-01,4.640478730115205619e-01,4.456388256123269831e-01,4.301816654049343547e-01,4.248212664009308193e-01,4.243130969522936335e-01,4.160583697801329417e-01,4.135441534654957230e-01,4.309512581981322366e-01,4.184514665984793158e-01,4.220579085817892095e-01,4.184634301428646896e-01,4.168653049494271401e-01,4.016191908095371188e-01,4.090214127073623640e-01,4.065809737609825669e-01,4.257364127944169296e-01,4.219016671584459033e-01,4.221243123630743499e-01,4.146726421283333797e-01,4.101412809266868909e-01,4.019456078741691640e-01,3.906311785854535978e-01,3.979508560786927385e-01,3.887443357899025287e-01
5.201635578220551448e-01,5.157504227415307119e-01,5.390477826427700903e-01,5.403580271959785852e-01,5.260199197845137897e-01,5.626931226148133014e-01,5.345696871450359433e-01,5.381333845628351042e-01,5.300948503534120837e-01,5.326384687069950497e-01,5.173050422526485059e-01,5.167064263875876806e-01,5.000309071369313241e-01,5.281079757473849945e-01,4.998585468554725408e-01,4.978843532348757872e-01,4.789662524845050284e-01,4.450599426721396079e-01,4.550124276633581433e-01,4.526979580529260083e-01,4.168633504830061010e-01,4.236035149746169570e-01,4.182981283415904139e-01,4.047248660406341236e-01,4.042387984972267700e-01,4.098096800844894805e-01,4.230815264685585664e-01,4.127372105136193348e-01,4.146495474034119222e-01,4.050045022736449840e-01,4.201101622151763859e-01,4.189625420371438924e-01,4.094349761390425058e-01,4.159560619554746319e-01,4.245915279238166029e-01,4.171960735880074211e-01,4.105328318291906475e-01,4.242108326963238696e-01,4.245696392019095988e-01,4.115238929977846349e-01
