"L=11;{hx,hz,J}={1.,0.5,ConstantArray[1.,L-1]};SeedRandom[32371];ψ0E=Table[RandomChainProductState[L-1],3];Superoperator[t,ψ0E[[4]],eigenvalsH,eigenvecsH,L];"
"{0.9999000068564791 + 0.*I, 0.00003089812440971013 + 0.009998627722633095*I, 0.00003089812440971013 - 0.009998627722633095*I, 0.00009999314333341065 + 0.*I}","{0.00003049824609919331 + 0.00999862972210503*I, 0.9996886222611732 - 0.006139091826222532*I, 0.00009999314319811363 + 3.9469269396880385*^-9*I, -0.00003050867661977405 - 0.00999862966996203*I}","{0.00003049824609919331 - 0.00999862972210503*I, 0.00009999314319811363 - 3.9469269396880385*^-9*I, 0.9996886222611732 + 0.006139091826222532*I, -0.00003050867661977405 + 0.00999862966996203*I}","{0.00009999314350721996 + 0.*I, -0.000030898124408503716 - 0.009998627722639365*I, -0.000030898124408503716 + 0.009998627722639365*I, 0.9999000068566692 + 0.*I}"
"{0.9998554703395102 + 0.*I, 0.00004454268776960706 + 0.01202026070377517*I, 0.00004454268776960706 - 0.01202026070377517*I, 0.0001445296599510678 + 0.*I}","{0.00004384760072857259 + 0.012020264882397314*I, 0.999550288680689 - 0.0073510398176716615*I, 0.00014452965954258148 + 8.226559955052528*^-9*I, -0.000043869412517759355 - 0.012020264751320377*I}","{0.00004384760072857259 - 0.012020264882397314*I, 0.00014452965954258148 - 8.226559955052528*^-9*I, 0.999550288680689 + 0.0073510398176716615*I, -0.000043869412517759355 + 0.012020264751320377*I}","{0.0001445296604761164 + 0.*I, -0.000044542687768436707 - 0.012020260703781427*I, -0.000044542687768436707 + 0.012020260703781427*I, 0.9998554703400524 + 0.*I}"
"{0.9997911002766948 + 0.*I, 0.00006417684563477622 + 0.01445025773562383*I, 0.00006417684563477622 - 0.01445025773562383*I, 0.00020889972170520045 + 0.*I}","{0.00006296858385196341 + 0.014450266468652908*I, 0.9993506117976819 - 0.008794680830973949*I, 0.00020889972047225474 + 1.7137689253555013*^-8*I, -0.0000630142029297618 - 0.014450266139088059*I}","{0.00006296858385196341 - 0.014450266468652908*I, 0.00020889972047225474 - 1.7137689253555013*^-8*I, 0.9993506117976819 + 0.008794680830973949*I, -0.0000630142029297618 + 0.014450266139088059*I}","{0.00020889972329190702 + 0.*I, -0.00006417684563362507 - 0.014450257735630133*I, -0.00006417684563362507 + 0.014450257735630133*I, 0.9997911002782982 + 0.*I}"
"{0.9996980672214547 + 0.*I, 0.00009240279244507955 + 0.017370818748239432*I, 0.00009240279244507955 - 0.017370818748239432*I, 0.00030193277373588665 + 0.*I}","{0.00009030244958533506 + 0.01737083700016582*I, 0.9990624765061381 - 0.010510764756630714*I, 0.00030193277001522984 + 3.567869085730935*^-8*I, -0.00009039787898301004 - 0.01737083617138721*I}","{0.00009030244958533506 - 0.01737083700016582*I, 0.00030193277001522984 - 3.567869085730935*^-8*I, 0.9990624765061381 + 0.010510764756630714*I, -0.00009039787898301004 + 0.01737083617138721*I}","{0.0003019327785321682 + 0.*I, -0.00009240279244394557 - 0.01737081874824576*I, -0.00009240279244394557 + 0.01737081874824576*I, 0.9996980672262674 + 0.*I}"
"{0.9995636143868696 + 0.*I, 0.00013293254627477104 + 0.020880477703526527*I, 0.00013293254627477104 - 0.020880477703526527*I, 0.00043638559861549074 + 0.*I}","{0.00012928147366424191 + 0.020880515850509818*I, 0.9986468506596388 - 0.012545474108409739*I, 0.00043638558738998037 + 7.422026023065141*^-8*I, -0.0001294811421051778 - 0.020880513765896037*I}","{0.00012928147366424191 - 0.020880515850509818*I, 0.00043638558738998037 - 7.422026023065141*^-8*I, 0.9986468506596388 + 0.012545474108409739*I, -0.0001294811421051778 + 0.020880513765896037*I}","{0.00043638561311680956 + 0.*I, -0.00013293254627358528 - 0.020880477703532883*I, -0.00013293254627358528 + 0.020880477703532883*I, 0.999563614401388 + 0.*I}"
"{0.9993693143689026 + 0.*I, 0.00019104516999426426 + 0.025097192310666126*I, 0.00019104516999426426 - 0.025097192310666126*I, 0.0006306855872304042 + 0.*I}","{0.00018469857114379392 + 0.025097272038750486*I, 0.9980476024214536 - 0.01495021475634765*I, 0.0006306855533701164 + 1.5424443559723505*^-7*I, -0.0001851164392622284 - 0.02509726679416528*I}","{0.00018469857114379392 - 0.025097272038750486*I, 0.0006306855533701164 - 1.5424443559723505*^-7*I, 0.9980476024214536 + 0.01495021475634765*I, -0.0001851164392622284 + 0.02509726679416528*I}","{0.0006306856310839884 + 0.*I, -0.00019104516999310232 - 0.02509719231067252*I, -0.00019104516999310232 + 0.02509719231067252*I, 0.9993693144127731 + 0.*I}"
"{0.9990885559556327 + 0.*I, 0.0002742194858010415 + 0.03016190237616371*I, 0.0002742194858010415 - 0.03016190237616371*I, 0.0009114439117046999 + 0.*I}","{0.00026318799837470866 + 0.030162069004257327*I, 0.9971841088944022 - 0.0177807478070065*I, 0.0009114438095988002 + 3.2015715501184007*^-7*I, -0.0002640627433566754 - 0.03016205580637149*I}","{0.00026318799837470866 - 0.030162069004257327*I, 0.0009114438095988002 - 3.2015715501184007*^-7*I, 0.9971841088944022 + 0.0177807478070065*I, -0.0002640627433566754 + 0.03016205580637149*I}","{0.0009114440443535948 + 0.*I, -0.0002742194857998613 - 0.030161902376170172*I, -0.0002742194857998613 + 0.030161902376170172*I, 0.9990885560882987 + 0.*I}"
"{0.9986829251920418 + 0.*I, 0.00039299893000198583 + 0.03624253817327536*I, 0.00039299893000198583 - 0.03624253817327536*I, 0.0013170744066071266 + 0.*I}","{0.0003738267671045204 + 0.03624288638879783*I, 0.995940753130661 - 0.021095238345061586*I, 0.0013170740988167218 + 6.635072315243195*^-7*I, -0.0003756584193271615 - 0.036242853167812394*I}","{0.0003738267671045204 - 0.03624288638879783*I, 0.0013170740988167218 - 6.635072315243195*^-7*I, 0.995940753130661 + 0.021095238345061586*I, -0.0003756584193271615 + 0.036242853167812394*I}","{0.0013170748079454914 + 0.*I, -0.0003929989300008275 - 0.03624253817328182*I, -0.0003929989300008275 + 0.03624253817328182*I, 0.9986829255933971 + 0.*I}"
"{0.9980970029057812 + 0.*I, 0.0005621538912815386 + 0.04353837505897844*I, 0.0005621538912815386 - 0.04353837505897844*I, 0.0019029958796095486 + 0.*I}","{0.0005288413341162873 + 0.0435391026291487*I, 0.9941520714014409 - 0.024950578466122898*I, 0.0019029949522225832 + 1.3723880472982163*^-6*I, -0.000532677744803807 - 0.0435390189845094*I}","{0.0005288413341162873 - 0.0435391026291487*I, 0.0019029949522225832 - 1.3723880472982163*^-6*I, 0.9941520714014409 + 0.024950578466122898*I, -0.000532677744803807 + 0.0435390189845094*I}","{0.0019029970942057107 + 0.*I, -0.0005621538912803533 - 0.043538375058984946*I, -0.0005621538912803533 + 0.043538375058984946*I, 0.9980970041203934 + 0.*I}"
"{0.9972509038070358 + 0.*I, 0.0008022067611835501 + 0.05228447088353168*I, 0.0008022067611835501 - 0.05228447088353168*I, 0.0027490925161712493 + 0.*I}","{0.0007443469237420044 + 0.05228599063427621*I, 0.9915818842929723 - 0.029396028391772293*I, 0.002749089723548811 + 2.8315206842163144*^-6*I, -0.0007523843816470344 - 0.05228577997770991*I}","{0.0007443469237420044 - 0.05228599063427621*I, 0.002749089723548811 - 2.8315206842163144*^-6*I, 0.9915818842929723 + 0.029396028391772293*I, -0.0007523843816470344 + 0.05228577997770991*I}","{0.002749096192951753 + 0.*I, -0.0008022067611823658 - 0.052284470883538214*I, -0.0008022067611823658 + 0.052284470883538214*I, 0.9972509074838323 + 0.*I}"
